id,cat_age,cat_gender,breed,needs_outdoor,medical_conditions,behavioural_problems,cat_weight,likes_to_explore,playful,vocal,picked_up,timid,aggressive,adapts_quickly,prefers_alone,likes_stroke,tolerant_handled,friendly,fearful,adopter_gender,adopter_age,other_cats,outdoor_access,worries,easily_nervous,remains_calm,talkative,outgoing,reserved,new_ideas,values_artistic,active_imagination,rude,forgiving,considerate,thorough job,lazy,efficient,satisf_level
2409,3,1,0,2,2,2,3,5,5,5,3,4,3,2,4,4,3,4,3,2,3,1,2,5,4,2,5,5,3,4,5,5,1,5,5,5,1,5,0.9
2410,3,2, British Short Hairs,2,1,1,3,4,4,3,4,2,1,2,2,5,5,4,1,2,3,2,2,4,4,4,4,4,2,5,5,4,4,1,4,4,2,4,1
2411,3,2,0,2,1,1,3,4,4,3,1,4,1,1,2,4,3,3,2,2,2,0,2,3,3,4,5,4,2,3,5,5,2,5,4,4,2,4,0.8
2412,10,1,0,1,2,1,4,3,3,4,4,3,1,4,1,5,4,4,2,2,1,0,1,5,4,2,4,3,3,4,3,4,4,3,4,3,4,4,0.95
2413,16,1,0,2,2,1,3,3,3,3,3,3,1,3,2,5,4,5,1,2,5,1,2,2,2,4,4,4,4,4,4,4,2,4,4,4,2,4,1
2414,19,1,0,1,2,1,2,3,3,4,3,2,1,3,1,5,3,5,1,2,4,2,1,2,3,3,2,3,4,2,3,3,1,4,5,5,1,5,1
2415,5,2,0,2,1,1,4,4,4,1,4,3,1,4,3,4,3,4,1,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
2416,3,1,0,2,1,2,3,4,4,1,3,4,1,3,3,4,2,4,3,2,4,1,2,4,1,1,5,5,1,1,4,4,2,1,5,5,1,5,0.9
2417,3,2,0,2,1,1,3,4,4,4,2,4,1,2,3,4,2,4,4,2,3,1,2,4,5,5,4,2,2,4,3,4,2,1,4,5,1,4,1
2418,3,2,0,2,1,1,3,5,4,3,4,2,1,4,2,4,4,4,1,2,5,1,2,1,1,5,3,5,3,5,4,5,5,4,5,4,1,5,1
2419,5,1,0,2,1,1,3,4,4,4,3,2,1,2,2,4,3,4,3,2,3,0,2,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,0.9
2420,5,2,Bengal,1,2,2,3,5,4,3,2,3,1,2,1,4,2,4,3,2,2,1,1,4,4,3,5,4,3,4,2,4,4,4,3,4,5,4,0.9
2421,4,2,0,2,2,1,3,4,4,1,3,4,1,3,3,4,4,3,4,2,6,1,2,4,3,4,3,3,4,5,5,5,4,4,3,2,4,3,0.8
2422,15,1,0,1,2,2,3,5,4,4,2,1,2,3,1,4,3,5,2,2,4,1,1,3,3,4,4,4,1,4,3,4,3,4,4,4,3,4,0.95
2423,12,2,0,2,1,1,4,4,1,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,5,2,0,2,1,1,3,4,4,1,4,4,1,3,4,4,3,4,2,1,5,0,2,1,1,5,3,3,2,5,5,5,1,5,5,5,1,4,1
2425,14,2,0,2,1,1,3,4,4,3,2,4,1,3,2,5,3,4,4,2,4,1,2,5,5,2,3,2,4,3,4,5,4,2,4,5,4,4,1
2426,1,1,0,1,1,1,3,5,5,5,5,3,1,4,2,5,5,5,2,2,4,1,1,5,4,4,5,4,2,2,2,4,4,4,4,4,4,4,1
2427,11,2,0,2,1,1,3,4,3,4,2,1,1,4,2,4,2,5,1,2,2,0,2,4,0,0,4,0,1,4,0,5,0,5,0,3,0,0,1
2428,6,1,0,1,1,1,3,5,5,4,2,1,1,4,2,5,2,5,2,2,3,0,1,4,3,4,3,3,3,4,4,4,3,4,4,3,2,4,0.95
2429,5,2,0,2,1,1,3,5,3,1,3,3,1,2,2,4,3,4,2,2,3,3,2,4,4,4,5,4,2,2,3,4,1,5,5,5,1,5,0.7
2430,7,1,0,2,1,1,4,5,5,4,4,1,3,5,1,4,4,5,2,2,2,2,2,5,5,5,5,5,4,5,3,5,4,5,5,5,1,5,0.9
2431,6,2,0,1,1,1,3,5,5,1,5,2,1,5,2,5,5,5,1,0,4,2,1,1,1,5,5,5,4,5,5,5,1,5,5,5,1,5,1
2432,6,1,Maine Coon,2,1,1,3,5,5,5,5,1,1,5,2,5,5,5,1,2,5,3,2,2,1,4,4,4,4,4,5,5,1,3,5,5,4,4,1
2433,4,2,Bengal,2,2,1,3,5,5,5,2,2,1,3,1,5,4,4,2,2,4,0,2,4,3,4,5,5,2,4,4,5,3,5,5,3,3,4,1
2434,8,1,0,2,1,1,4,5,5,5,5,3,1,4,1,5,5,5,1,2,4,2,2,3,3,4,3,4,3,5,5,5,3,4,5,4,2,4,1
2435,6,2,0,2,2,1,3,5,4,5,5,2,1,2,1,5,5,5,1,1,3,3,2,4,3,5,3,5,4,2,2,4,2,5,4,5,1,4,1
2436,14,1,Egyptian Mau,2,1,1,3,4,3,3,5,2,1,4,1,5,5,4,4,2,6,1,2,4,3,4,4,4,3,3,4,4,2,4,4,4,4,4,1
2437,5,2,0,1,1,1,3,5,5,5,5,2,1,4,1,5,4,5,1,1,4,2,1,5,3,2,2,2,4,2,5,2,1,2,4,5,1,5,1
2438,17,1,0,2,1,2,4,5,4,3,5,2,1,5,2,5,5,5,1,2,5,3,2,4,3,4,5,4,2,4,3,4,1,5,5,4,2,5,1
2439,10,2,0,2,1,1,4,4,4,5,2,4,1,3,2,5,3,4,4,2,3,1,2,5,5,4,1,1,5,5,5,5,2,4,5,3,2,4,1
2440,1,2,0,1,2,1,3,5,4,4,5,2,1,4,1,4,4,5,1,2,3,0,1,4,4,4,2,2,4,4,4,1,4,2,4,4,2,4,1
2441,2,2,0,2,1,2,3,4,4,4,5,2,1,4,2,5,5,5,2,2,4,2,2,4,2,5,5,4,3,4,4,4,1,5,5,5,2,5,1
2442,6,1,0,2,1,1,3,4,3,3,4,3,1,4,2,4,4,4,3,2,2,0,2,4,3,3,4,4,3,3,4,2,1,2,5,5,1,4,0.9
2443,3,2,0,2,1,1,3,4,4,3,3,2,1,3,3,4,4,5,1,2,4,0,2,4,3,3,3,3,4,3,2,2,3,1,2,4,3,2,0.9
2444,3,2,Asian,1,1,1,3,5,4,3,5,4,1,3,1,5,5,5,2,2,3,10,1,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,1
2445,7,1,0,2,2,1,3,5,3,3,3,2,1,3,3,4,3,5,1,2,4,1,2,5,4,4,4,4,3,4,4,4,2,5,5,4,1,4,1
2446,3,2,Siamese,1,1,1,3,5,5,5,5,2,1,4,2,4,4,5,1,2,4,6,1,5,2,1,2,1,5,3,4,4,4,2,4,4,4,4,1
2447,5,2,0,2,1,1,3,5,5,5,4,1,3,5,1,5,4,5,1,1,2,1,2,4,5,4,1,2,4,4,5,5,1,2,5,5,4,4,1
2448,4,1,0,2,1,1,3,5,4,4,5,1,1,4,1,5,3,5,1,1,4,2,2,2,2,3,5,5,2,3,5,4,3,3,5,5,1,5,1
2449,9,1,0,2,1,1,3,4,3,2,1,1,1,2,1,4,3,4,2,2,3,1,2,5,2,4,4,3,2,4,4,5,4,2,4,5,1,5,1
2450,7,1,0,1,1,2,3,4,4,5,5,2,1,5,1,5,5,5,1,2,3,4,1,3,2,3,4,3,3,3,1,2,2,2,4,5,1,5,1
2451,12,1,0,2,2,1,3,5,4,5,5,1,1,4,1,5,5,5,1,2,5,3,2,1,1,5,5,5,1,4,5,5,3,5,5,5,3,5,1
2452,5,1,0,2,1,1,3,4,3,1,5,4,1,3,1,5,5,5,5,2,3,2,2,3,3,3,3,4,1,5,2,5,5,2,3,2,2,2,0.8
2453,7,1,short hair persian blue,2,1,1,3,3,5,5,5,3,1,4,4,4,4,4,4,2,4,0,2,4,3,5,5,5,3,4,3,4,2,3,5,4,1,5,1
2454,3,1,0,2,1,2,3,2,4,3,4,5,1,1,1,4,5,3,4,2,3,1,2,4,4,4,3,5,2,3,5,5,1,5,5,4,3,4,1
2455,14,1,0,2,1,1,3,4,3,1,4,1,1,5,1,5,4,5,1,2,2,1,2,5,5,2,5,3,3,1,3,4,1,4,4,3,3,4,1
2456,14,1,0,2,1,1,4,5,3,3,5,2,1,5,3,4,5,5,1,2,4,0,2,3,3,4,4,2,4,3,4,4,4,4,5,5,1,5,1
2457,3,1,0,2,1,1,3,5,3,1,3,3,1,2,2,4,4,4,3,2,2,0,2,4,4,3,2,2,4,4,4,4,2,4,4,3,5,3,1
2458,5,2,0,2,1,2,3,4,4,3,2,4,1,2,1,4,2,4,3,2,3,4,2,2,4,4,4,2,4,5,5,5,1,5,5,5,1,5,1
2459,3,1,0,2,1,1,3,5,4,5,4,2,1,4,2,3,4,5,2,2,4,0,2,2,2,4,1,2,4,4,4,3,2,5,4,3,4,3,0.9
2460,15,2,0,2,1,1,4,4,4,3,2,1,3,3,4,4,2,3,3,2,2,0,2,4,4,4,1,2,4,4,2,4,2,4,4,4,4,4,1
2461,10,2,Tabby,2,1,2,3,5,3,4,4,2,1,5,1,5,4,5,2,2,4,1,2,5,2,4,4,4,1,5,5,5,4,5,5,4,1,5,1
2462,3,2,0,2,2,2,3,4,4,1,2,4,2,3,4,3,2,4,4,2,2,0,2,5,5,1,3,1,4,4,4,5,3,3,4,2,2,3,0.8
2463,6,1,Siamese,2,1,1,3,5,4,5,5,1,1,5,1,5,5,5,1,2,2,2,2,1,1,5,4,5,1,2,4,5,4,5,5,5,3,5,1
2464,3,2,0,2,1,1,3,4,4,3,3,3,1,4,3,4,4,4,4,2,2,1,2,5,5,4,3,4,4,2,4,4,2,4,4,4,4,4,0.85
2465,13,1,Ginger,2,1,1,3,3,4,2,5,3,1,4,1,5,5,4,2,2,4,1,2,5,5,3,5,5,4,4,5,5,3,5,5,3,4,3,1
2466,11,1,Bengal,1,2,2,3,5,5,5,5,2,1,3,2,5,5,5,2,2,5,3,1,4,2,5,4,4,3,4,4,4,2,4,5,5,2,5,0.95
2467,2,1,Russian Blue,2,1,1,3,5,4,3,4,2,1,3,2,4,5,5,3,2,4,1,2,4,5,4,5,5,2,3,4,4,2,4,4,3,1,4,0.95
2468,4,2,British Blue,2,1,1,3,5,5,5,5,2,1,5,2,5,5,5,2,2,6,2,2,4,4,5,4,5,1,5,4,5,4,5,5,5,4,5,1
2469,2,2,0,1,1,2,3,4,4,1,2,4,1,3,3,5,5,4,4,2,1,0,1,5,5,2,2,3,3,4,4,5,1,5,5,5,2,4,1
2470,14,1,0,2,2,1,3,4,3,3,4,2,1,3,2,5,5,5,2,2,6,0,2,5,4,4,4,3,4,3,3,5,2,4,5,4,4,4,1
2471,3,1,0,2,1,1,3,5,5,5,5,1,1,4,1,5,5,5,2,2,3,1,2,1,1,5,5,5,1,4,5,4,1,5,5,5,1,5,1
2472,7,1,0,2,1,1,3,4,3,3,4,1,1,4,1,5,4,5,2,2,3,3,2,4,2,4,1,2,4,2,5,5,1,4,5,5,1,5,1
2473,3,2,0,2,1,1,3,5,5,5,3,2,4,3,2,4,2,4,2,2,4,0,2,5,5,4,3,1,4,4,4,3,1,5,5,5,1,5,0.85
2474,5,2,0,2,2,1,3,3,4,1,2,3,1,4,3,4,2,4,3,2,5,1,2,3,1,5,2,2,4,4,5,4,1,4,3,3,4,4,0.85
2475,15,2,South London black moggie,2,1,1,4,4,4,5,3,3,1,2,1,5,4,5,3,2,3,0,2,3,1,4,5,5,3,5,5,5,1,5,5,5,1,5,1
2476,13,2,0,2,1,1,3,5,5,5,4,4,1,3,2,4,3,5,3,2,4,0,2,4,4,4,4,5,2,4,4,4,2,3,4,3,3,4,1
2477,7,2,0,2,1,1,3,5,5,3,5,2,1,5,2,5,5,5,1,2,2,0,2,2,2,4,5,5,1,4,5,4,1,5,5,4,4,4,0.95
2478,1,2,0,2,1,1,3,4,5,3,4,2,1,4,3,4,4,4,2,1,4,0,2,5,4,4,4,4,4,4,4,5,2,1,4,4,4,4,0.75
2479,2,1,0,2,1,1,3,4,4,4,1,4,1,2,4,4,2,4,4,2,4,2,2,4,4,2,2,2,4,4,4,4,4,2,3,5,3,3,0.9
2480,10,2,0,2,1,1,3,5,5,5,5,2,1,3,2,5,5,4,1,2,5,2,2,1,2,5,5,5,3,4,5,5,3,5,4,5,1,5,1
2481,6,1,0,2,1,1,3,4,4,4,4,2,1,4,3,5,4,5,2,2,5,1,2,2,2,4,4,5,1,4,5,4,1,4,5,5,1,5,0.95
2482,1,1,0,2,1,1,3,3,4,3,5,4,2,3,2,4,5,4,4,1,2,1,2,5,4,4,2,2,5,4,5,5,1,4,5,4,3,4,1
2483,1,1,0,1,1,2,3,5,3,3,3,3,4,4,3,3,3,3,3,2,1,0,1,4,4,4,3,2,4,2,2,1,2,5,4,5,2,5,0.75
2484,16,1,0,2,1,1,4,4,4,5,5,2,1,3,3,5,5,4,2,1,6,1,2,4,3,5,2,2,5,4,5,4,4,2,3,3,5,3,0.9
2485,11,1,0,2,1,1,3,4,3,4,5,2,1,4,2,4,4,4,2,2,3,2,2,4,3,5,4,4,4,5,5,5,1,5,5,5,1,5,0.9
2486,11,1,0,2,2,1,2,4,3,1,4,3,1,3,2,4,4,4,2,2,4,1,2,2,2,4,2,3,3,4,3,3,3,4,3,4,3,4,1
2487,14,2,0,2,2,1,3,3,4,5,5,4,1,2,2,5,5,5,4,2,4,0,2,4,4,2,5,4,2,4,5,4,1,4,4,5,2,4,1
2488,5,2,0,2,1,2,4,4,4,5,4,2,3,4,1,5,3,4,1,2,2,1,2,4,3,4,3,2,3,2,4,5,1,4,5,3,5,5,0.9
2489,5,2,0,2,1,1,3,5,5,4,4,2,1,4,2,5,3,5,1,2,3,0,2,5,4,5,5,5,1,4,4,4,2,5,5,5,1,5,0.8
2490,7,1,0,2,1,2,3,4,3,4,3,4,1,2,2,4,3,4,3,2,5,4,2,5,2,3,5,4,1,5,5,5,4,2,4,4,4,2,1
2491,5,1,0,2,1,1,3,5,4,3,5,2,1,4,2,5,5,5,1,2,4,3,2,3,3,5,3,3,3,3,3,5,1,5,5,3,3,3,1
2492,6,2,0,2,1,1,3,4,4,3,4,2,1,2,2,4,4,4,2,2,4,7,2,2,1,5,5,5,1,4,5,4,1,5,5,5,1,5,0.95
2493,15,1,0,2,2,1,4,3,4,5,4,2,1,3,2,5,4,5,2,1,3,0,2,2,1,5,4,5,1,5,2,5,2,3,4,5,2,4,1
2494,1,1,British shorthair,1,1,1,3,5,5,3,4,2,1,4,1,5,4,5,1,2,3,1,1,4,3,4,5,2,2,4,4,5,4,2,3,5,3,3,1
2495,10,1,0,2,1,1,4,3,3,3,5,5,1,2,1,5,5,5,1,2,3,0,2,5,2,5,4,3,4,4,1,5,2,4,4,4,2,5,1
2496,3,1,0,2,1,2,3,4,5,4,4,2,1,3,2,4,2,5,2,2,1,0,2,5,5,2,4,2,4,1,3,5,3,5,5,2,4,4,0.95
2497,21,1,0,2,1,1,3,4,3,4,5,2,1,4,2,1,4,5,1,1,4,0,2,4,4,1,2,2,2,4,4,4,4,3,2,4,4,2,1
2498,11,2,0,2,1,1,3,5,5,5,2,1,1,4,3,5,5,4,1,2,5,2,2,5,5,3,5,3,5,3,4,5,4,3,3,5,2,5,1
2499,17,1,0,2,1,1,3,5,3,5,4,3,1,1,1,5,4,5,4,1,4,0,2,3,2,4,4,5,1,4,4,4,1,4,4,5,2,4,1
2500,5,1,0,2,1,1,3,5,4,5,4,2,1,4,1,5,5,5,1,2,2,0,2,5,4,2,5,3,4,3,4,4,2,5,5,4,5,4,0.95
2501,6,2,Siameses cross,2,1,1,3,3,3,5,3,2,1,4,4,3,3,4,1,2,4,5,2,4,4,2,1,2,4,4,4,4,4,2,2,4,2,4,0.95
2502,7,1,0,2,1,1,3,4,4,5,5,1,1,2,1,5,5,5,1,2,3,9,2,5,5,5,1,2,4,2,5,5,1,5,5,3,4,5,1
2503,2,1,0,2,1,1,3,5,5,4,5,2,1,5,2,5,5,5,1,2,2,1,2,5,2,3,4,4,2,5,5,5,2,4,4,5,3,3,1
2504,9,1,0,2,2,2,3,5,4,5,4,1,1,1,3,5,5,5,1,2,5,1,2,4,2,5,5,5,1,2,3,2,3,4,5,5,1,5,1
2505,12,2,0,2,1,1,3,4,3,3,4,3,1,3,1,5,5,5,1,2,6,0,2,2,2,4,5,5,1,3,5,4,1,5,5,4,1,3,1
2506,18,2,0,2,1,1,3,4,3,4,5,2,1,4,2,5,5,4,1,2,2,1,2,2,3,4,2,4,4,5,5,5,1,3,5,3,4,4,1
2507,12,1,0,2,1,2,4,2,3,3,3,4,2,1,3,3,2,3,4,2,4,0,2,4,4,3,2,3,4,2,4,2,2,4,3,4,2,4,0.85
2508,8,1,0,2,1,1,3,5,4,3,4,1,2,2,2,5,4,4,1,2,4,1,2,2,2,4,5,4,4,5,5,4,1,5,5,5,1,4,1
2509,3,1,0,2,1,1,3,5,4,1,5,1,1,5,2,5,5,5,2,2,2,4,2,3,1,4,4,4,2,4,5,4,4,2,4,5,2,4,1
2510,11,1,Burmese,2,1,2,3,5,5,5,5,1,1,3,1,5,5,5,1,2,6,2,2,4,1,2,5,5,1,5,5,5,4,2,5,5,1,5,1
2511,5,1,Norwegian forest cat,2,1,1,3,5,4,5,5,2,1,3,2,5,5,5,2,2,4,2,2,1,1,4,5,5,1,5,5,5,2,4,4,5,1,4,1
2512,9,2,0,2,1,2,2,4,4,4,5,4,1,4,3,4,4,4,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,5,5,5,1,5,0.9
2513,6,1,0,1,1,1,4,5,5,5,4,1,1,5,2,5,5,5,1,2,2,1,1,1,1,5,5,5,1,5,5,5,2,5,5,4,1,4,1
2514,12,1,0,2,2,1,3,3,3,3,5,2,1,2,3,4,5,4,2,2,3,0,2,1,1,4,4,4,4,4,4,4,2,2,4,5,1,5,0.85
2515,9,1,0,2,1,1,3,5,4,5,5,1,2,3,1,5,5,5,1,2,3,0,2,5,2,4,5,4,3,5,5,5,2,4,5,5,3,5,1
2516,12,2,0,2,1,1,4,4,4,3,4,2,1,4,2,4,4,5,3,2,1,1,2,5,5,2,2,2,4,5,5,5,2,4,3,5,4,4,0.95
2517,7,1,0,2,1,1,3,5,3,4,5,1,1,4,1,5,5,5,1,2,3,0,2,4,5,4,2,2,4,4,4,4,1,5,5,4,2,5,1
2518,2,1,Bengal,2,1,1,3,5,4,5,5,2,1,5,1,5,5,5,2,2,2,0,2,4,5,3,4,4,2,3,4,4,4,3,5,5,5,4,1
2519,17,1,0,2,2,2,3,5,4,5,5,5,1,4,1,5,5,5,1,2,4,0,2,5,5,3,5,2,4,3,5,4,2,2,3,5,4,5,1
2520,1,1,0,2,2,2,3,4,4,4,4,2,1,2,2,4,4,4,2,2,2,1,2,4,4,4,4,4,2,4,4,4,2,4,5,4,1,4,0.85
2521,1,2,0,2,1,1,3,5,5,5,5,3,1,3,2,4,4,4,3,1,5,1,2,5,5,4,4,3,4,3,4,3,1,5,4,4,4,4,1
2522,9,1,0,1,1,1,3,4,4,5,5,2,1,4,2,5,5,5,2,2,2,0,1,4,4,3,2,2,4,2,4,3,1,4,4,3,2,4,1
2523,10,1,0,2,1,1,3,4,4,1,5,2,1,5,1,5,5,5,1,2,2,1,2,4,1,4,5,5,1,4,5,5,4,2,2,2,1,4,1
2524,1,2,0,2,1,1,3,5,5,4,5,4,1,5,1,4,5,5,2,2,2,0,2,3,2,3,5,4,2,4,3,4,3,4,3,5,1,4,0.95
2525,12,2,0,2,1,1,4,5,4,5,5,2,2,4,1,5,5,5,2,1,4,0,2,4,4,3,5,5,1,4,4,4,1,4,5,4,3,3,1
2526,8,1,0,2,1,2,4,3,3,3,3,2,3,4,2,4,3,4,2,2,5,0,2,4,2,2,2,4,4,4,4,4,3,1,2,3,4,4,0.85
2527,13,1,Siamese,2,2,2,3,4,3,4,4,2,1,3,2,5,3,4,2,2,5,0,2,3,3,5,2,4,4,4,4,4,2,4,4,4,2,5,0.85
2528,18,1,0,2,2,2,2,4,3,5,5,1,1,4,3,5,5,5,2,2,4,0,2,2,1,5,4,5,1,5,4,4,4,4,5,4,2,5,1
2529,2,2,Short hair Persian ,2,1,1,3,4,5,4,4,3,1,3,1,4,5,4,4,2,3,0,2,3,2,4,4,4,2,4,5,5,4,4,5,3,4,4,0.95
2530,13,2,0,2,2,1,3,5,5,4,3,2,1,4,2,5,4,5,2,2,4,1,2,5,4,4,4,4,5,5,5,5,2,2,5,5,4,4,1
2531,3,1,Maine coon,1,2,1,4,5,5,5,5,1,5,2,1,5,5,5,1,2,4,4,1,5,5,4,4,3,3,3,3,4,1,5,5,5,1,5,1
2532,7,1,0,2,1,1,4,4,3,3,2,3,3,4,1,5,4,5,4,2,3,1,2,4,3,4,5,4,4,2,5,4,2,4,5,4,4,4,1
2533,1,2,0,2,1,1,3,5,2,4,5,3,1,4,3,4,4,2,4,2,3,0,2,2,2,5,1,5,1,4,4,4,4,5,4,3,4,4,0.95
2534,1,1,0,2,2,2,3,4,4,1,4,3,3,4,3,5,5,5,3,2,2,0,2,5,5,1,1,1,5,4,2,4,3,5,5,3,3,3,0.95
2535,3,2,0,2,1,1,3,5,5,4,5,2,1,2,1,5,4,4,3,2,4,1,2,4,2,4,5,5,4,4,4,4,4,4,5,5,2,5,1
2536,13,2,0,2,2,1,3,4,3,3,2,2,1,2,3,5,4,4,2,2,4,7,2,5,4,3,4,4,4,3,3,5,2,1,5,4,4,2,1
2537,3,1,0,2,1,1,3,5,4,5,5,1,1,4,2,4,5,5,1,2,1,1,2,1,2,5,2,2,4,3,3,3,5,3,4,4,2,4,0.9
2538,6,1,0,2,1,1,4,5,3,1,3,3,1,4,2,4,3,5,1,1,5,1,2,2,1,4,4,4,3,4,5,4,3,2,4,5,1,5,1
2539,5,1,0,2,1,1,4,5,4,3,4,2,1,3,2,4,4,4,2,2,5,1,2,3,2,3,2,4,2,4,2,3,3,2,4,5,3,4,1
2540,7,2,MAINE COON,2,1,1,3,5,5,3,5,1,1,5,1,5,5,5,1,2,3,23,2,2,2,5,4,4,2,5,4,3,1,5,5,5,1,5,1
2541,4,2,0,1,1,2,3,4,3,1,1,4,1,2,3,5,2,4,4,2,4,1,1,2,2,3,1,1,4,5,5,5,2,1,4,5,4,4,1
2542,9,2,0,2,1,2,3,3,4,1,4,4,1,2,4,4,4,4,4,2,1,3,2,4,3,4,4,4,4,4,1,2,3,4,4,5,2,4,0.95
2543,10,2,burmese,2,2,1,4,5,5,5,5,1,1,4,5,5,5,5,1,2,4,1,2,5,5,3,4,4,1,3,5,5,1,3,5,5,1,5,1
2544,6,2,maine coon cross,2,1,2,3,4,3,1,1,4,1,4,4,4,2,3,3,2,5,1,2,2,4,4,1,2,5,2,4,1,1,5,5,5,4,5,0.95
2545,7,1,Sphynx,2,1,1,3,5,4,5,5,1,1,4,1,5,5,5,1,2,3,6,2,5,2,5,5,4,3,5,4,3,3,3,3,5,2,5,1
2546,8,1,0,2,2,1,3,5,4,5,3,4,3,1,1,5,5,4,3,2,3,0,2,5,5,2,1,1,5,2,5,5,3,4,4,3,4,2,1
2547,5,2,0,1,1,2,3,4,5,5,2,4,1,2,1,5,4,4,3,2,3,1,1,4,2,4,5,4,4,5,5,5,2,2,5,4,4,5,0.8
2548,2,1,0,1,1,1,3,5,4,5,4,2,2,1,1,4,4,4,4,2,2,0,1,4,3,3,4,4,3,3,4,5,2,5,4,4,4,2,0.75
2549,5,1,0,2,1,2,3,4,4,4,5,2,3,4,3,4,3,3,3,2,2,1,2,4,2,3,4,3,4,4,4,4,2,2,5,5,2,4,0.95
2550,5,2,0,2,1,1,3,4,4,4,1,4,1,3,2,4,2,3,4,2,4,1,2,3,3,4,3,4,4,4,3,4,2,4,4,4,4,2,1
2551,8,1,0,2,1,1,4,4,4,4,4,1,3,4,2,4,4,4,1,1,2,0,2,5,4,2,4,4,4,4,4,5,2,4,5,2,5,2,0.85
2552,20,2,0,2,2,1,3,4,3,5,3,3,1,3,2,4,4,4,2,2,3,0,2,1,2,4,3,2,4,5,5,5,4,5,4,3,4,5,1
2553,3,1,Asian burmese,2,1,1,3,5,4,5,5,2,1,4,2,4,4,5,2,2,4,1,2,4,3,3,4,4,2,4,3,3,3,4,4,4,3,3,0.95
2554,4,2,0,2,2,1,3,5,5,4,5,5,1,4,1,5,5,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,12,1,0,2,1,1,3,4,3,3,4,4,1,4,2,4,4,4,2,2,3,0,2,4,4,5,2,2,3,4,4,4,3,2,4,5,3,5,1
2556,13,2,0,2,1,1,3,4,3,3,4,2,3,3,2,4,4,4,2,1,6,1,2,2,3,4,3,4,4,4,5,5,1,5,4,4,2,4,0.8
2557,2,2,0,2,2,1,4,5,5,5,4,1,1,4,2,5,4,5,2,2,2,1,2,2,2,5,4,4,2,4,5,5,1,4,5,5,2,4,1
2558,17,2,0,2,1,1,3,4,3,4,2,4,1,2,2,4,2,2,4,2,5,0,2,3,2,4,4,2,4,4,4,3,2,4,4,5,1,5,1
2559,11,1,0,2,1,2,3,3,5,5,5,3,1,3,2,5,5,5,1,2,1,4,2,5,5,4,3,2,4,3,3,5,3,5,5,3,3,4,1
2560,2,1,0,2,1,1,3,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,2,2,0,2,1,1,3,5,5,4,4,2,1,3,3,4,4,5,1,2,1,4,2,5,5,4,4,4,5,4,4,5,3,2,5,4,4,4,1
2562,12,1,0,1,2,1,4,3,3,3,4,5,1,4,2,5,5,4,4,2,4,1,1,4,3,5,3,4,5,5,5,5,4,2,4,5,4,2,1
2563,7,1,Silver tabby/Abyssinian cross,2,1,1,3,5,5,5,4,3,1,3,2,4,4,4,2,2,5,1,2,5,4,5,3,4,3,4,4,5,3,4,5,5,4,5,1
2564,6,1,0,1,1,1,3,3,3,5,5,2,1,4,2,4,5,4,3,1,2,0,1,1,2,4,2,3,4,3,2,3,2,4,4,4,2,4,1
2565,3,1,0,2,1,1,3,5,3,3,2,3,1,4,3,4,3,4,3,1,3,0,2,4,5,3,3,2,5,3,5,4,3,5,4,4,4,3,1
2566,3,1,0,2,1,1,3,4,4,1,4,1,1,4,2,4,4,5,1,2,5,0,2,3,2,5,3,3,3,4,5,5,1,5,5,4,4,5,1
2567,4,1,0,2,1,1,3,5,4,4,2,2,1,4,3,4,4,4,3,2,3,0,2,2,2,5,3,5,3,3,3,2,2,5,5,5,1,5,0.9
2568,8,1,0,2,1,1,3,5,3,5,3,3,1,3,2,5,4,5,3,2,2,2,2,3,0,0,5,0,1,5,0,5,0,5,0,5,0,0,1
2569,10,2,Blue Burmese ,2,2,1,3,5,5,5,5,2,1,4,1,5,5,5,1,2,3,0,2,3,2,5,5,5,2,4,4,4,1,5,5,5,2,5,1
2570,8,2,0,1,1,1,3,3,4,4,4,5,1,3,3,4,3,4,4,2,5,0,1,5,4,3,3,3,4,4,3,4,3,3,5,4,3,4,1
2571,8,1,0,2,1,1,3,4,5,4,5,1,1,4,1,5,5,5,1,2,4,0,2,4,4,5,2,2,4,3,3,3,2,4,4,5,2,5,1
2572,16,1,Burmese,2,2,1,2,4,3,5,4,1,1,3,1,5,5,5,1,2,5,3,2,2,1,5,5,4,2,4,3,4,1,4,3,5,4,4,1
2573,3,2,0,2,1,1,3,3,5,4,5,2,1,4,1,5,4,5,1,2,3,2,2,5,5,4,4,2,4,4,4,4,1,4,5,5,2,4,1
2574,7,2,0,2,1,1,3,4,4,3,5,2,1,5,2,5,5,5,2,2,2,0,2,3,0,0,2,0,3,3,0,4,0,4,0,4,0,0,0.95
2575,3,1,0,2,1,1,3,5,4,4,5,2,1,4,2,5,4,5,2,2,3,0,2,3,4,3,4,4,4,4,3,4,1,5,5,4,1,5,1
