,How old is your cat (years)?,Is your cat male or female?,Other (please specify).1,Does your cat have access to the outdoors?,Does your cat have any existing medical conditions?,Does your cat display any behavioural problems,How would you describe your cat's weight?,My cat is keen to explore new things in his/her environment,My cat is playful,My cat is vocal when around people,My cat is comfortable being picked up,My cat is timid,"My cat behaves aggressively (i.e. growls, hisses, bites and swipes with claws) towards me when I stroke him/her",My cat is quick to settle and to adapt to change,"My cat would prefer to be left alone, rather than be with people",My cat likes being stroked,My cat is very tolerant to being handled,My cat is friendly,My cat is fearful
1000,18,2,British short hair,2,2,1,2,3,3,4,2,4,3,2,2,4,2,4,2
1001,18,2,0,2,2,2,3,5,4,4,5,5,1,5,2,5,5,5,1
1002,6,1,Bengal,2,2,1,3,5,5,5,3,1,1,3,2,5,3,5,1
1003,7,1,0,2,1,2,3,3,4,5,4,5,2,2,3,4,4,3,4
1004,6,1,Maine Coon,2,1,1,3,5,5,5,5,5,1,4,1,5,5,5,2
1005,17,1,0,2,1,2,3,1,3,4,5,5,1,1,1,1,5,4,4
1006,3,2,0,1,2,1,3,5,5,5,5,2,1,5,2,5,5,5,2
1007,13,1,0,2,2,2,2,4,3,5,5,2,1,5,2,5,5,5,2
1008,2,1,0,1,2,1,3,5,5,4,5,3,1,5,2,5,5,5,1
1009,4,2,0,2,1,1,5,4,4,1,4,3,1,2,4,4,4,5,1
1010,19,1,0,2,1,1,3,4,3,4,5,2,1,1,2,5,4,5,1
1011,2,1,0,2,1,1,3,5,5,5,5,5,1,5,1,5,5,5,2
1012,8,1,0,2,1,1,3,5,5,5,5,1,5,4,3,5,5,5,1
1013,9,1,0,2,1,1,5,5,5,5,5,1,1,5,3,5,3,5,1
1014,19,2,0,2,1,1,1,3,3,5,5,4,1,3,1,5,4,5,2
1015,4,1,0,2,1,2,3,4,4,5,4,4,1,2,1,5,3,4,4
1016,15,1,0,2,2,1,3,4,3,3,3,4,1,2,2,4,3,4,2
1017,2,2,0,2,1,1,3,5,4,4,4,2,1,4,2,5,5,5,2
1018,8,1,0,2,1,1,4,5,5,5,4,3,1,4,2,4,4,4,2
1019,14,2,0,2,2,1,3,4,3,5,5,2,1,4,3,4,4,4,2
1020,20,2,0,2,2,1,3,1,1,1,2,1,1,1,1,5,5,5,1
1021,12,1,0,2,1,2,3,4,3,3,2,3,3,1,3,4,2,4,4
1022,9,1,0,2,2,2,3,4,3,5,4,1,3,2,1,4,4,4,2
1023,6,1,British shorthair,2,1,1,3,5,5,5,5,3,1,4,2,5,4,5,1
1024,8,2,0,2,1,1,3,5,4,5,0,0,1,0,0,0,0,0,0
1025,18,2,0,2,2,2,2,5,5,3,5,5,1,5,1,5,5,5,1
1026,6,1,0,2,2,1,3,5,3,3,4,2,1,3,1,4,5,5,1
1027,8,1,0,2,1,1,3,5,3,1,4,2,1,3,2,4,4,5,1
1028,2,2,0,2,1,1,3,3,3,4,3,1,1,2,1,4,4,5,2
1029,2,1,0,2,1,2,3,4,5,5,1,5,1,1,5,4,1,3,5
1030,8,1,Burmilla (Asian),2,1,2,3,5,4,3,5,1,1,4,1,5,5,5,2
1031,6,1,0,2,2,1,2,4,4,3,3,4,1,3,2,4,4,4,3
1032,6,2,0,2,1,1,3,4,3,3,1,3,1,4,2,5,3,4,3
1033,14,1,0,2,1,1,3,5,4,4,2,2,1,4,1,5,4,4,2
1034,13,2,0,2,1,1,4,3,4,1,4,4,1,2,3,4,4,4,3
1035,15,2,0,2,1,2,3,3,4,4,4,3,3,3,1,4,4,4,4
1036,8,1,0,2,1,1,3,4,3,3,4,2,1,4,2,5,5,5,2
1037,8,1,0,2,1,1,4,4,4,1,4,1,1,4,1,5,5,5,1
1038,2,1,0,2,1,1,3,5,5,3,5,1,1,5,2,5,5,5,1
1039,1,2,Bengal,2,1,1,3,5,5,3,3,1,1,4,1,5,4,5,2
1040,1,1,0,2,1,1,3,5,4,3,4,2,1,4,3,5,4,4,1
1041,1,1,0,1,2,2,3,4,5,5,3,1,1,3,1,5,4,5,1
1042,12,2,0,2,2,1,4,3,4,5,5,2,1,4,2,5,5,5,3
1043,3,2,0,2,1,2,4,3,4,1,4,3,1,2,1,4,3,3,4
1044,4,2,0,2,1,1,4,4,3,3,0,0,1,0,0,0,0,0,0
1045,5,1,0,2,1,1,3,3,4,5,4,5,1,2,2,4,3,4,5
1046,2,2,0,2,1,1,3,5,5,5,2,2,1,3,2,5,3,5,4
1047,8,1,0,2,1,1,4,4,3,4,3,1,1,4,3,4,3,5,2
1048,7,1,0,1,1,1,4,4,4,4,5,1,1,5,1,5,5,5,1
1049,1,1,Ragdoll ,1,1,1,3,4,5,4,4,2,1,4,1,5,3,5,1
1050,20,1,0,1,2,1,3,3,4,3,5,4,1,2,2,5,5,5,4
1051,6,1,Russian Blue,1,1,2,3,5,4,4,5,3,1,4,1,4,4,5,2
1052,3,1,0,2,1,1,4,5,3,2,3,3,1,2,4,4,3,3,3
1053,7,1,0,2,2,1,3,3,4,1,5,2,1,1,2,3,4,5,4
1054,8,2,0,1,2,1,3,3,3,3,3,2,2,2,2,3,3,4,2
1055,6,1,Moggy ,2,2,1,3,5,5,5,4,1,2,4,1,5,3,5,3
1056,2,1,Sphynx,2,1,1,3,5,5,3,5,1,1,5,1,5,5,5,1
1057,5,1,0,1,1,1,3,5,5,4,5,2,1,4,1,4,5,4,2
1058,10,2,0,2,1,1,4,4,4,1,4,3,1,3,2,5,4,4,2
1059,9,1,0,2,1,1,4,4,5,3,3,2,1,4,3,5,4,5,2
1060,3,2,0,2,1,1,3,5,4,4,5,4,1,4,4,4,4,5,2
1061,1,2,American Curl,1,1,1,3,3,4,4,4,4,1,3,2,4,4,4,3
1062,1,2,0,1,1,1,3,3,4,4,5,3,2,3,3,3,3,4,3
1063,10,2,0,2,1,1,3,5,4,3,4,3,1,4,2,5,4,5,2
1064,7,1,0,2,2,1,4,5,4,5,2,3,2,2,2,5,3,5,4
1065,9,1,0,1,2,1,4,5,4,4,2,2,1,4,2,4,4,5,1
1066,2,2,0,1,1,1,3,5,5,3,5,2,1,3,1,5,5,5,2
1067,3,2,British shorthair ,1,1,1,3,4,4,3,3,3,1,3,3,4,2,4,3
1068,3,2,0,2,1,1,4,5,4,3,2,4,2,2,2,4,3,4,2
1069,6,1,Norwegian Forest Cat,2,1,1,3,5,4,5,4,2,1,4,2,4,4,4,1
1070,2,1,siamese mix ,1,1,1,3,4,5,1,3,2,3,2,4,4,2,4,4
1071,8,1,maine coone,2,2,1,3,5,4,4,5,2,1,3,3,5,2,4,1
1072,1,2,0,2,1,1,3,4,3,5,5,3,1,4,1,5,5,5,1
1073,22,2,0,2,2,1,2,3,4,4,1,4,1,3,2,4,2,3,1
1074,5,1,0,2,1,2,3,5,3,3,5,1,3,5,1,4,5,4,1
1075,14,1,0,2,1,2,3,5,5,5,5,2,1,4,2,5,5,5,1
1076,4,2,Supposedly a mix of Siamese and feral cat.,1,1,2,3,5,4,2,3,4,1,3,3,4,2,4,3
1077,6,2,0,2,1,1,3,5,3,4,4,2,1,4,4,4,4,4,2
1078,3,1,0,1,1,1,3,5,5,1,5,1,3,4,3,4,4,4,1
1079,2,2,0,1,1,2,3,5,3,3,5,2,1,4,3,4,5,4,2
1080,13,2,0,1,1,1,5,4,3,4,2,2,1,4,2,2,4,5,3
1081,2,1,0,1,2,1,3,5,5,1,5,2,1,5,1,5,5,5,1
1082,10,2,Burmese,1,1,1,4,5,4,3,4,2,1,4,3,4,4,5,1
1083,5,1,0,2,1,1,4,4,4,3,4,2,3,4,2,4,2,4,2
1084,9,1,0,2,1,1,4,4,4,3,3,2,1,4,2,4,4,5,2
1085,10,1,0,1,1,2,3,4,4,4,3,3,1,4,3,5,4,4,4
1086,10,1,0,2,1,1,3,3,3,1,5,2,1,2,3,5,5,5,1
1087,10,2,0,1,2,2,3,5,5,5,2,3,1,1,1,5,4,5,2
1088,4,1,0,2,1,1,4,5,4,4,2,2,1,4,1,3,4,4,3
1089,1,2,0,2,1,1,3,5,4,3,3,2,1,3,2,4,3,4,1
1090,10,1,0,2,2,1,3,1,3,1,4,4,3,2,4,3,3,4,3
1091,16,2,0,2,2,1,3,4,1,5,2,4,1,4,2,5,3,4,4
1092,11,1,Somali,2,2,1,3,3,3,3,5,3,1,2,2,5,4,4,3
1093,4,2,0,2,1,1,3,4,4,1,3,2,3,4,3,4,4,4,2
1094,12,2,Feral tabby,2,2,1,2,3,4,3,2,3,2,1,3,4,2,4,2
1095,5,1,0,2,1,2,5,4,4,3,1,1,3,3,2,2,1,5,1
1096,5,1,0,2,1,1,3,5,5,5,4,1,1,3,1,5,5,5,2
1097,1,1,0,1,1,1,4,5,5,4,5,1,1,5,2,5,5,5,2
1098,2,1,0,1,2,1,3,5,4,4,5,2,1,4,1,4,5,5,2
1099,2,2,0,2,1,1,3,5,4,3,3,3,1,4,1,4,4,4,2
1100,9,1,0,2,1,1,3,5,3,3,5,1,1,5,2,5,5,4,1
1101,6,1,0,2,1,1,3,4,3,3,5,1,1,4,1,5,5,5,1
1102,15,1,0,2,1,1,4,3,3,4,5,3,1,4,3,5,5,4,2
1103,1,1,0,2,1,1,3,4,4,3,1,4,1,3,2,5,1,5,4
1104,11,1,Siamese,1,1,2,2,3,5,5,5,2,1,3,1,5,5,5,2
1105,7,2,0,2,1,1,3,4,4,5,4,2,1,4,1,5,5,5,1
1106,16,2,0,2,2,1,3,5,3,3,3,2,1,5,2,5,3,5,1
1107,12,1,0,2,2,1,3,4,4,4,5,1,1,3,2,5,5,5,2
1108,3,2,Burmese,2,1,1,3,4,3,3,4,2,2,3,3,4,3,3,2
1109,14,1,Ragdoll,1,2,1,3,3,3,4,5,3,1,3,1,5,4,3,4
1110,14,2,0,2,1,2,3,4,4,4,3,4,1,3,2,5,3,4,4
1111,5,1,0,2,1,1,3,4,4,3,2,4,1,3,2,5,4,5,3
1112,5,2,0,2,2,1,3,3,4,1,4,4,1,2,2,5,4,4,4
1113,1,1,0,1,1,1,4,4,5,5,4,2,1,4,1,5,4,5,2
1114,3,2,Ragdoll,1,1,1,3,4,5,3,4,2,1,2,1,3,5,5,3
1115,19,1,Burmese,2,2,1,3,4,3,3,3,1,1,4,1,5,5,5,1
1116,3,2,0,2,1,1,3,4,3,5,5,2,1,3,2,5,5,5,4
1117,2,2,Persian cat,1,2,1,3,5,5,5,5,1,1,5,1,4,5,5,1
1118,5,2,Maine Coon,2,1,1,3,4,3,4,1,4,1,4,4,4,3,4,2
1119,4,2,0,1,1,2,3,4,4,4,1,5,1,2,3,3,1,3,3
1120,2,1,Ragdoll bluepoint ,1,2,1,3,3,5,4,5,5,1,2,2,4,5,5,4
1121,6,2,0,2,1,1,3,5,5,5,4,2,3,3,1,4,4,4,2
1122,6,1,British Shorthair ,2,1,1,3,4,5,2,5,2,1,3,3,5,3,5,4
1123,7,2,0,2,1,1,3,5,3,4,5,4,1,4,2,5,5,3,4
1124,4,2,0,2,2,1,5,5,5,5,4,1,1,2,2,4,5,5,1
1125,6,1,Russian blue,2,1,1,3,2,1,1,4,2,1,4,3,4,4,4,2
1126,2,1,Siberian forest,1,1,2,3,4,4,3,1,1,4,2,5,2,1,2,2
1127,5,1,0,2,1,1,3,5,4,5,3,3,1,4,2,5,5,5,2
1128,14,2,0,2,1,1,4,5,5,5,5,2,1,5,1,5,5,5,2
1129,9,2,0,2,1,1,3,5,4,5,2,4,1,2,1,4,2,5,3
1130,7,2,0,2,1,1,4,3,3,4,2,4,1,1,3,4,2,5,2
1131,22,2,0,2,2,1,2,1,1,4,4,5,1,4,4,4,2,2,4
1132,2,2,0,2,1,1,3,4,4,1,5,3,1,5,2,5,5,5,2
1133,3,2,0,2,1,1,3,4,4,4,4,5,1,3,2,5,5,5,4
1134,4,2,0,2,1,1,3,5,4,5,5,1,1,5,1,5,5,5,1
1135,4,1,0,2,1,1,3,5,4,5,3,2,1,2,1,4,4,4,4
1136,3,1,0,1,1,1,3,4,5,4,5,2,1,4,1,5,4,5,2
1137,4,2,0,1,1,1,3,4,3,3,4,4,1,3,3,5,4,3,3
1138,2,1,0,2,1,1,3,5,5,4,5,2,1,5,2,5,5,5,2
1139,9,1,0,2,1,1,4,3,3,4,3,3,1,3,2,5,4,3,2
1140,4,1,Sphynx,2,1,1,3,5,5,5,3,3,1,4,1,5,3,5,2
1141,2,1,0,2,1,1,2,5,5,5,4,2,1,3,2,5,5,5,3
1142,10,1,0,2,1,2,3,5,4,3,4,2,1,4,2,5,4,5,2
1143,5,1,Oriental silver tabby cross,2,1,2,3,5,4,5,5,1,1,5,1,5,5,5,1
1144,2,1,Ragdoll,2,1,2,3,5,5,4,5,2,1,2,1,5,5,5,1
1145,9,1,Bengal,1,1,1,3,5,5,5,4,1,1,4,2,5,5,5,2
1146,4,2,0,2,1,1,3,5,5,5,2,4,1,1,4,5,2,5,4
1147,1,2,0,1,1,1,3,5,5,3,3,3,3,4,2,4,2,4,4
1148,15,1,0,2,2,2,2,3,3,3,1,5,1,1,3,4,1,3,5
1149,1,1,0,1,1,1,3,5,5,3,4,2,1,2,2,4,4,5,2
1150,6,1,0,2,1,1,3,4,3,3,3,1,1,3,3,5,4,5,2
1151,3,2,0,2,1,1,4,5,5,3,2,3,1,4,2,5,2,4,3
1152,11,1,0,2,1,1,4,3,4,5,4,2,1,4,2,4,4,4,2
1153,4,1,0,2,1,1,3,4,4,3,4,1,1,4,1,5,4,4,2
1154,6,2,0,2,1,1,3,4,5,3,2,3,1,1,5,5,4,5,4
1155,1,1,Tabbythe Maine clone cross,2,1,1,3,5,5,5,4,1,1,5,1,5,5,5,1
1156,3,2,0,2,1,1,2,5,5,3,3,2,1,4,1,4,4,4,2
1157,5,2,0,2,1,2,3,5,4,5,1,3,1,2,2,4,2,5,5
1158,1,1,0,1,1,1,4,5,5,3,5,3,1,4,2,4,4,5,3
1159,1,1,British shorthair ,1,1,1,3,4,4,4,1,2,3,4,2,4,4,4,2
1160,2,1,0,2,1,1,3,4,3,4,4,2,1,3,3,5,4,5,1
1161,8,2,0,2,1,2,3,5,5,1,4,4,1,4,2,4,4,4,4
1162,13,1,0,2,1,2,4,4,3,5,5,2,1,3,1,5,5,5,1
1163,7,1,0,2,1,1,3,5,3,4,4,3,1,4,2,5,4,5,1
1164,7,2,burmese,2,1,1,3,5,5,5,5,1,1,5,1,5,5,5,3
1165,2,1,0,2,1,1,3,5,5,3,5,1,1,5,2,5,5,5,1
1166,1,1,0,2,1,1,3,4,5,5,5,3,1,4,2,5,3,5,3
1167,8,1,0,2,1,1,3,5,4,3,4,3,3,3,2,4,4,4,3
1168,7,2,Abbysinian,1,1,1,4,5,5,5,5,2,1,5,2,5,5,5,1
1169,9,2,0,2,2,1,3,4,3,4,3,3,1,2,2,4,3,4,3
1170,14,1,0,2,1,1,3,3,1,3,3,1,1,5,1,5,3,5,1
1171,13,2,0,2,1,2,3,3,3,5,3,5,1,4,2,5,2,5,5
1172,15,1,0,2,1,1,1,3,3,5,5,4,1,3,1,5,5,5,3
1173,2,2,0,2,1,1,2,4,4,5,5,3,1,4,2,4,4,4,2
1174,15,1,0,1,2,2,3,3,3,5,5,1,1,5,3,4,4,5,1
1175,3,2,0,2,1,1,3,4,4,3,5,2,1,4,2,5,5,5,2
1176,2,1,0,2,1,1,3,4,4,3,4,4,1,2,4,5,5,5,3
1177,4,1,0,2,1,1,3,5,3,2,2,3,2,2,4,3,2,2,4
1178,12,1,0,2,2,1,3,3,5,3,0,0,1,0,0,0,0,0,0
1179,11,2,0,1,1,1,3,3,4,1,2,5,1,1,2,4,4,4,5
1180,7,2,Siberian cat,1,1,1,3,5,5,4,3,2,1,4,2,4,3,5,3
1181,12,2,0,1,2,1,2,4,4,3,5,2,1,5,1,4,4,5,2
1182,17,2,himilayan,1,2,1,2,4,4,1,4,4,1,2,3,4,4,4,4
1183,2,2,0,1,1,1,3,5,5,4,5,3,1,3,1,5,5,5,3
1184,9,2,0,1,1,1,3,4,4,4,4,4,1,2,2,5,4,4,3
1185,2,2,0,1,1,1,3,4,4,3,3,2,1,4,4,3,3,4,2
1186,11,1,0,1,1,1,3,4,3,3,5,2,1,4,1,5,5,5,1
1187,7,2,American Shorthair,1,1,1,3,4,4,3,5,2,1,5,2,5,5,5,2
1188,17,2,0,1,1,1,3,4,3,5,4,2,2,4,1,5,3,5,2
1189,5,2,0,1,2,1,3,4,4,3,3,2,1,3,3,4,3,5,3
1190,17,1,0,1,1,1,3,5,4,5,5,1,1,5,1,5,5,5,1
1191,9,1,0,1,2,1,3,5,4,4,4,3,1,4,2,4,4,2,3
1192,3,1,Scottish Fold,1,1,1,3,4,4,3,4,1,1,3,1,4,4,5,1
1193,2,2,0,2,2,1,3,4,3,4,4,1,1,5,1,5,5,5,1
1194,9,2,Oriental Longhair,1,1,1,3,5,5,4,4,1,1,5,2,5,3,5,1
1195,8,2,0,1,2,2,3,3,3,3,4,5,1,1,2,5,4,4,5
1196,8,2,0,1,1,2,3,4,4,5,4,3,1,4,2,5,3,4,3
1197,10,1,0,1,1,1,3,5,4,1,5,2,1,4,1,5,5,5,2
1198,10,2,Burmese,2,1,1,3,5,3,5,5,3,1,5,1,5,5,5,1
1199,4,1,Persian X Domestic shorthair ,2,1,1,2,5,4,1,5,2,3,2,2,5,5,4,1
1200,10,1,0,2,1,2,3,4,3,3,5,2,1,2,2,4,5,5,1
1201,9,1,0,2,2,1,4,5,3,5,3,3,3,5,1,5,4,4,2
1202,3,1,0,1,1,1,3,5,3,3,4,2,3,3,2,4,4,4,2
1203,5,2,0,2,1,1,4,4,4,1,2,3,1,2,2,5,4,4,3
1204,15,1,ragdollxpersian,2,1,1,3,3,3,3,4,1,1,4,2,4,4,5,1
1205,7,1,0,1,2,2,4,3,3,3,5,3,1,3,1,5,4,5,3
1206,4,1,0,2,1,1,2,5,4,4,2,3,1,4,4,4,2,4,2
1207,3,1,0,2,1,1,3,5,5,4,4,2,1,5,3,4,4,5,1
1208,1,2,0,1,1,1,3,5,5,5,5,2,1,4,2,5,5,5,1
1209,8,1,0,2,1,1,3,3,1,4,5,1,1,5,2,5,5,5,1
1210,2,1,0,2,1,1,3,5,5,4,4,1,1,3,1,5,4,5,1
1211,9,2,0,2,1,2,3,4,3,5,1,5,3,1,2,4,2,4,4
1212,4,2,0,2,1,1,3,4,4,3,3,4,1,3,2,4,3,4,2
1213,4,1,0,2,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1
1214,19,1,0,2,2,1,3,3,3,4,1,3,1,2,3,4,3,4,2
1215,7,2,0,1,1,2,4,5,3,4,1,4,1,1,1,5,2,2,2
1216,6,1,0,1,1,1,3,3,3,4,2,2,1,4,3,4,3,4,1
1217,4,1,Bengal,1,1,1,3,5,5,3,3,5,1,1,3,2,3,1,5
1218,14,1,0,2,1,1,3,4,4,4,5,4,1,3,1,5,3,5,3
1219,3,1,Ragdoll,2,1,1,3,4,3,1,5,3,1,3,2,4,4,4,3
1220,3,1,Nebelung,1,1,1,3,5,5,3,5,2,1,3,2,5,5,5,2
1221,6,1,0,2,1,2,4,4,3,3,2,4,1,2,3,2,2,4,4
1222,5,1,0,2,1,1,3,4,4,3,2,2,3,4,3,4,3,4,2
1223,13,2,0,2,2,1,4,3,3,3,4,2,1,3,2,4,5,5,1
1224,9,2,0,1,1,1,4,4,4,5,4,3,1,3,4,4,4,4,2
1225,4,1,Abyssinian,1,2,1,3,5,4,3,4,1,1,4,2,5,3,5,2
1226,5,1,0,1,2,1,3,3,4,4,4,1,3,5,1,2,4,5,4
1227,4,1,0,2,1,1,3,4,4,1,4,2,1,4,2,5,5,5,1
1228,3,1,0,2,1,1,3,4,4,3,5,4,2,3,3,4,4,3,4
1229,13,1,0,2,1,1,3,4,4,4,4,1,3,4,1,5,4,5,2
1230,10,2,0,2,1,1,3,3,4,4,2,4,3,2,3,4,1,4,3
1231,5,1,0,1,1,2,4,4,4,1,4,4,1,1,4,5,5,5,5
1232,11,1,0,2,1,1,3,3,3,4,2,4,1,3,3,5,3,4,4
1233,15,1,Maine Coon,2,2,1,3,4,5,3,3,2,1,4,2,5,3,4,3
1234,2,1,0,2,1,1,3,3,3,1,4,4,1,3,2,3,2,4,2
1235,17,1,0,2,2,2,3,2,2,3,4,3,2,2,3,3,3,4,2
1236,3,1,0,1,1,1,3,4,5,3,4,3,1,2,2,5,5,5,1
1237,17,2,0,2,2,2,4,3,3,3,4,4,3,5,4,3,2,2,4
1238,13,1,0,2,1,1,3,4,3,3,3,1,1,3,2,4,4,4,2
1239,6,2,0,2,1,2,3,4,3,1,5,2,3,4,2,5,5,5,3
1240,4,2,0,2,1,1,3,5,5,4,4,3,3,5,2,5,4,4,3
1241,1,2,0,2,1,1,4,5,5,3,4,4,3,3,1,4,2,4,4
1242,8,2,blue russian in appearance,1,1,1,3,3,3,3,3,2,1,3,3,4,3,4,2
1243,11,2,0,2,2,1,3,5,5,5,5,4,3,4,3,5,5,5,3
1244,3,1,Manx,1,1,1,3,4,4,3,5,1,1,3,3,4,5,5,1
1245,18,1,0,2,2,1,4,5,3,3,4,2,3,3,1,5,4,4,2
1246,10,2,Calico,2,1,1,3,5,5,4,5,3,3,2,2,3,2,4,2
1247,11,2,0,2,2,1,3,4,3,1,5,3,1,2,1,5,5,5,2
1248,13,2,Applehead Seal point Siamese,1,2,2,2,2,4,1,5,3,1,3,2,4,5,5,3
1249,11,1,Maine Coon Cat,2,2,1,2,5,4,5,3,3,1,2,2,5,4,5,4
1250,6,2,Maine Coon,1,1,1,3,4,4,5,2,5,1,4,1,5,5,5,1
1251,4,1,0,1,1,2,3,5,4,3,4,2,1,4,3,4,4,4,1
1252,19,2,0,1,1,1,2,1,3,4,3,3,4,2,5,5,5,5,3
1253,6,2,0,1,1,2,3,3,4,3,5,5,3,2,5,5,5,4,5
1254,6,2,0,2,1,1,3,4,2,1,5,3,1,3,1,5,5,5,2
1255,11,1,Maine Coon,1,2,1,2,4,4,1,5,4,1,3,2,5,5,4,2
1256,13,2,0,1,1,1,4,3,3,1,1,2,3,2,4,4,2,3,1
1257,7,2,0,2,1,1,3,5,4,5,5,1,1,4,2,5,4,5,2
1258,6,1,0,1,2,2,3,5,4,3,3,1,1,4,3,4,4,5,2
1259,3,1,0,1,1,1,3,5,5,3,5,1,1,4,1,5,5,5,2
1260,2,2,0,2,1,1,4,5,4,4,4,2,1,4,2,4,4,5,2
1261,10,2,0,1,1,2,4,3,3,3,3,3,3,3,2,3,3,3,3
1262,1,1,Cornish rex,1,1,1,3,4,4,3,3,4,1,1,2,3,4,3,3
1263,16,2,ragdoll mix,1,2,1,2,3,3,4,1,1,1,1,1,1,1,4,1
1264,8,2,0,1,2,1,3,4,4,1,2,3,1,3,2,4,2,3,2
1265,10,1,0,1,1,1,3,3,3,4,5,1,1,5,1,5,5,5,1
1266,13,2,Siamese seal point,1,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1
1267,10,2,0,1,1,1,3,4,3,3,4,3,1,4,2,3,4,3,3
1268,16,2,Russian Blue,1,2,1,3,3,3,1,3,2,1,3,4,3,3,3,2
1269,8,1,Siamese,1,1,1,3,3,3,4,4,3,1,2,3,4,4,3,1
1270,14,2,0,1,1,2,3,4,1,3,4,2,1,2,3,5,4,5,1
1271,10,2,0,1,1,1,4,5,4,5,5,2,1,4,2,5,5,5,2
1272,10,1,Siamese,1,1,2,3,5,5,5,5,1,1,3,1,5,5,5,1
1273,18,1,0,1,2,1,3,3,3,3,3,2,2,5,1,4,3,4,1
1274,5,1,0,1,2,1,5,5,4,4,1,2,1,1,1,5,2,4,2
1275,12,1,0,1,2,1,4,4,4,1,4,3,1,3,3,4,4,4,1
1276,4,2,0,1,1,1,3,3,4,3,3,3,1,3,2,5,4,5,1
1277,3,1,0,1,1,2,4,4,3,3,2,2,3,3,2,3,2,4,3
1278,7,1,0,1,1,1,3,5,5,3,5,2,1,5,2,5,5,5,1
1279,7,2,Egyptian mau,1,1,1,3,4,4,3,4,3,1,2,2,4,4,4,2
1280,14,2,0,1,2,1,4,5,4,4,2,3,1,2,4,5,1,2,2
1281,6,2,0,1,2,1,4,4,3,3,4,2,1,5,2,5,4,5,1
1282,14,2,0,1,1,2,3,4,3,1,5,2,1,3,2,5,5,5,1
1283,1,2,0,1,1,1,4,5,5,2,2,4,1,3,2,5,2,5,2
1284,2,1,Mainecoon mix,2,1,1,3,5,4,3,3,2,1,3,4,4,3,4,1
1285,6,1,0,1,2,2,4,3,3,3,1,4,1,2,4,3,5,4,2
1286,5,1,0,1,2,1,3,5,5,3,5,2,1,4,3,5,4,5,2
1287,2,1,0,1,1,2,3,5,4,3,4,2,1,5,2,4,4,4,1
1288,9,1,Maine Coon/Siberian mix,2,1,1,3,5,3,1,4,1,1,3,2,5,5,5,1
1289,16,1,0,1,2,1,4,5,4,4,5,2,1,1,1,5,5,5,1
1290,16,1,0,1,1,1,4,5,5,3,0,0,3,0,0,0,0,0,0
1291,13,2,0,1,2,1,3,4,4,4,4,3,1,2,2,3,5,5,2
1292,4,1,Burmese - shorthair,1,2,2,3,5,5,4,5,1,1,2,1,5,4,5,1
1293,7,2,0,1,2,2,3,5,4,5,3,2,3,4,2,4,4,4,4
1294,14,2,0,1,2,1,4,3,3,4,4,4,1,2,2,4,2,2,5
1295,10,1,Egyptian Mau,1,1,1,5,5,5,5,2,1,1,4,2,4,4,5,1
1296,12,2,Maine Coon,1,2,1,3,4,4,4,4,3,1,3,2,4,4,3,2
1297,1,1,0,2,1,1,4,4,4,3,1,2,2,3,3,4,1,4,2
1298,18,2,0,2,2,1,2,3,3,3,4,2,1,4,3,4,3,4,2
1299,16,2,0,2,1,1,3,4,4,1,4,1,1,5,4,5,4,5,2
1300,12,1,0,2,1,1,3,5,4,1,5,1,1,5,1,5,5,5,1
1301,4,1,Maine coon,2,1,2,3,5,5,5,2,2,2,4,2,4,3,4,2
1302,4,1,Maine coon,1,1,2,3,5,4,4,2,2,1,4,1,4,4,4,1
1303,1,2,0,1,1,1,3,4,5,4,5,4,1,3,1,3,5,5,3
1304,14,1,0,2,1,1,3,4,4,5,4,2,3,3,2,5,5,4,2
1305,8,1,0,1,1,1,3,5,4,5,5,1,1,5,1,4,5,4,2
1306,2,2,0,1,2,2,3,4,3,3,5,4,1,4,2,4,4,5,3
1307,10,2,0,2,2,2,4,5,3,1,5,2,1,2,1,5,5,5,1
1308,4,2,0,1,1,1,3,5,5,3,4,4,1,2,2,5,4,5,2
1309,5,2,Ragdoll,1,1,1,3,5,5,5,5,1,1,4,3,5,5,5,1
1310,3,1,Tonkinese,2,1,1,3,5,5,4,5,1,1,2,2,5,5,5,1
1311,4,1,0,1,1,1,4,5,4,3,4,2,1,3,2,5,4,4,2
1312,3,1,0,2,1,1,3,5,4,4,5,2,1,2,1,5,5,4,3
1313,4,1,0,1,1,1,3,3,3,1,4,4,1,3,2,5,3,4,3
1314,16,2,Siamese,2,1,1,3,4,4,3,4,3,1,4,3,4,4,4,2
1315,16,1,Siamese,1,2,1,3,3,3,5,3,1,1,4,2,5,3,5,1
1316,4,1,0,2,1,2,3,5,4,3,2,2,1,4,4,5,3,4,2
1317,2,1,Bombay mix ,1,2,1,3,5,4,3,5,4,1,3,3,4,5,5,3
1318,1,1,0,1,1,1,3,5,4,3,5,1,1,5,1,5,5,5,1
1319,4,2,Ragdoll,1,1,1,3,5,4,3,3,3,3,4,3,4,4,3,2
1320,1,2,0,2,2,1,3,5,5,3,5,1,1,5,1,5,5,5,1
1321,10,2,Persian,1,1,1,4,5,5,5,5,1,1,5,1,5,5,5,1
1322,15,1,0,2,1,1,4,4,4,3,5,3,3,2,2,4,4,3,3
1323,18,2,Persian ,1,1,1,3,3,4,4,4,2,1,3,2,5,5,5,2
