,How old is your cat (years)?,Is your cat male or female?,Other (please specify).1,Does your cat have access to the outdoors?,Does your cat have any existing medical conditions?,Does your cat display any behavioural problems,How would you describe your cat's weight?,My cat is keen to explore new things in his/her environment,My cat is playful,My cat is vocal when around people,My cat is comfortable being picked up,My cat is timid,"My cat behaves aggressively (i.e. growls, hisses, bites and swipes with claws) towards me when I stroke him/her",My cat is quick to settle and to adapt to change,"My cat would prefer to be left alone, rather than be with people",My cat likes being stroked,My cat is very tolerant to being handled,My cat is friendly,My cat is fearful
2784,8,Male,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Strongly disagree,Agree,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree
2785,2,Male,Ragdoll,No,Yes,No,Normal,Usually,Always,Occasionally,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2786,3,Male,0,No,No,No,Overweight,Usually,Always,Usually,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
2787,8,Female,0,Yes,No,No,Normal,Usually,Occasionally,Always,Agree,Agree,Never,Agree,Disagree,Strongly agree,Agree,Agree,Disagree
2788,7,Male,0,No,Yes,No,Overweight,Occasionally,Occasionally,Usually,Disagree,Disagree,Never,Agree,Disagree,Agree,Strongly agree,Neither agree nor disagree,Strongly disagree
2789,2,Female,0,Yes,No,No,Normal,Always,Usually,Usually,Neither agree nor disagree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree
2790,16,Female,0,Yes,Yes,No,Overweight,Usually,Usually,Occasionally,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Agree,Agree,Disagree
2791,12,Male,0,Yes,No,No,Normal,Usually,Occasionally,Usually,Neither agree nor disagree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Disagree
2792,7,Female,0,Yes,Yes,No,Overweight,Usually,Occasionally,Always,Strongly agree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2793,2,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Strongly agree,Neither agree nor disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2794,2,Female,Persian Bermese,Yes,No,No,Normal,Usually,Always,Usually,Strongly agree,Neither agree nor disagree,Never,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree
2795,18,Female,0,Yes,No,No,Normal,Never,Once,Occasionally,Agree,Agree,Never,Disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
2796,3,Male,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,Neither agree nor disagree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly disagree
2797,5,Male,0,Yes,No,No,Overweight,Usually,Usually,Occasionally,Disagree,Neither agree nor disagree,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
2798,8,Male,0,Yes,No,Yes,Normal,Usually,Usually,Usually,Agree,Disagree,Once,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
2799,1,Male,0,No,No,No,Normal,Occasionally,Usually,Occasionally,Agree,Agree,Occasionally,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree
2800,7,Male,0,Yes,No,No,Overweight,Always,Usually,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2801,5,Female,0,Yes,No,No,Normal,Usually,Usually,Always,Agree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Disagree
2802,2,Female,0,No,No,No,Normal,Always,Always,Usually,Agree,Disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2803,3,Female,0,Yes,No,No,Normal,Always,Usually,Usually,Disagree,Strongly agree,Never,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Strongly agree
2804,13,Female,0,Yes,No,No,Overweight,Usually,Occasionally,Never,Disagree,Agree,Never,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree
2805,2,Female,0,Yes,No,No,Normal,Always,Usually,Always,Strongly agree,Agree,Never,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree
2806,3,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,0,0,Occasionally,0,0,0,0,0,0
2807,12,Male,0,Yes,No,No,Overweight,Never,Occasionally,Usually,Disagree,Strongly agree,Never,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,Agree
2808,9,Male,0,Yes,No,Yes,Normal,Occasionally,Occasionally,Usually,Agree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree
2809,5,Female,0,Yes,No,No,Normal,Once,Occasionally,Once,Strongly disagree,Agree,Once,Disagree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree
2810,6,Male,0,Yes,No,No,Normal,Always,Always,Always,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree
2811,3,Male,Egyptian Mau,No,No,No,Overweight,Always,Always,Usually,Strongly agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2812,2,Male,0,Yes,Yes,No,Normal,Always,Always,Usually,Strongly agree,Agree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree
2813,5,Male,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Occasionally,Neither agree nor disagree,Strongly agree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,Agree
2814,1,Female,0,No,No,No,Normal,Occasionally,Always,Usually,Strongly agree,Agree,Never,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree
2815,3,Female,0,Yes,No,No,Normal,Always,Occasionally,Usually,Neither agree nor disagree,Strongly disagree,Never,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
2816,3,Male,0,No,No,No,Normal,Always,Usually,Occasionally,Agree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
2817,5,Male,0,No,No,No,Normal,Usually,Occasionally,Once,Disagree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree
2818,8,Female,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Strongly disagree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,Disagree
2819,1,Male,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Never,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree
2820,10,Male,Maine coon,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2821,3,Male,0,No,Yes,No,Normal,Usually,Usually,Occasionally,Strongly agree,Strongly agree,Never,Strongly disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
2822,10,Male,0,Yes,Yes,No,Normal,Usually,Occasionally,Occasionally,Neither agree nor disagree,Strongly disagree,Never,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Strongly disagree
2823,12,Male,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
2824,5,Male,0,No,Yes,No,Normal,Always,Usually,Occasionally,Agree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2825,4,Female,0,Yes,No,Yes,Overweight,Occasionally,Always,Usually,Strongly agree,Agree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2826,11,Female,0,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2827,17,Female,persin / russian blue cross,No,No,Yes,Normal,Never,Once,Never,Strongly disagree,Strongly agree,Never,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Agree
2828,8,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Strongly agree,Disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2829,13,Male,0,Yes,Yes,No,Normal,Always,Usually,Occasionally,Agree,Strongly disagree,Never,Agree,Disagree,Agree,Agree,Agree,Disagree
2830,13,Male,0,No,No,No,Normal,Usually,Usually,Occasionally,Strongly disagree,Agree,Never,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree
2831,12,Male,0,Yes,Yes,No,Normal,Occasionally,Once,Never,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree
2832,7,Female,0,Yes,Yes,No,Overweight,Usually,Occasionally,Occasionally,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree
2833,9,Female,0,No,No,Yes,Normal,Usually,Occasionally,Usually,Strongly agree,Neither agree nor disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree
2834,12,Female,0,Yes,No,No,Normal,Usually,Occasionally,Usually,Strongly agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2835,2,Male,0,No,No,Yes,Normal,Always,Always,Always,Agree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree
2836,3,Female,0,Yes,Yes,No,Normal,Always,Always,Occasionally,Disagree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Disagree
2837,13,Male,0,Yes,No,No,Overweight,Always,Usually,Never,Neither agree nor disagree,Disagree,Never,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree
2838,17,Male,0,Yes,Yes,Yes,Normal,Occasionally,Occasionally,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2839,14,Male,0,Yes,No,No,Normal,Usually,Occasionally,Once,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2840,11,Male,Burmese,Yes,No,Yes,Overweight,Always,Usually,Always,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree
2841,17,Male,0,Yes,Yes,No,Underweight,Usually,Usually,Usually,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2842,14,Female,British short hair,Yes,No,No,Normal,Usually,Occasionally,Always,Agree,Neither agree nor disagree,Never,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
2843,10,Male,0,No,Yes,No,Normal,Occasionally,Never,Usually,Disagree,Agree,Never,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree
2844,5,Male,0,Yes,No,No,Overweight,Occasionally,Occasionally,Always,Agree,Disagree,Never,Disagree,Disagree,Strongly agree,Agree,Agree,Agree
2845,6,Female,0,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2846,6,Female,0,No,No,No,Normal,Always,Usually,Usually,Strongly disagree,Strongly disagree,Never,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree
2847,2,Male,Maine Coon,Yes,No,No,Normal,Always,Usually,Usually,0,0,Never,0,0,0,0,0,0
2848,2,Female,0,Yes,No,No,Normal,Always,Always,Always,Disagree,Strongly disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
2849,18,Male,0,Yes,Yes,No,Underweight,Occasionally,Occasionally,Occasionally,Disagree,Disagree,Never,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree
2850,18,Female,0,Yes,No,No,Overweight,Usually,Occasionally,Usually,Disagree,Strongly disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
2851,13,Female,0,Yes,No,No,Normal,Usually,Occasionally,Always,Agree,Neither agree nor disagree,Never,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree
2852,2,Female,0,No,No,No,Normal,Usually,Usually,Occasionally,Neither agree nor disagree,Disagree,Occasionally,Agree,Disagree,Strongly agree,Agree,Agree,Disagree
2853,2,Female,0,No,No,Yes,Overweight,Never,Usually,Occasionally,Disagree,Agree,Occasionally,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Agree
2854,7,Male,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Strongly agree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree
2855,10,Male,0,Yes,No,No,Normal,Occasionally,Occasionally,Occasionally,0,0,Occasionally,0,0,0,0,0,0
2856,20,Female,0,Yes,No,No,Underweight,Usually,Occasionally,Never,Agree,Disagree,Never,Agree,Disagree,Agree,Agree,Agree,Disagree
2857,8,Male,0,Yes,No,No,Normal,Occasionally,Occasionally,Always,Neither agree nor disagree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2858,7,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Disagree,Disagree,Occasionally,Agree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree
2859,6,Male,persian x,Yes,No,No,Normal,Always,Always,Occasionally,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2860,17,Female,0,Yes,No,Yes,Normal,Occasionally,Usually,Always,Neither agree nor disagree,Strongly disagree,Never,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree
2861,7,Male,0,Yes,No,No,Normal,Always,Occasionally,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2862,15,Female,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Disagree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Disagree
2863,12,Female,0,No,Yes,No,Normal,Never,Occasionally,Occasionally,Agree,Agree,Never,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly disagree
2864,2,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Neither agree nor disagree,Never,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree
2865,7,Male,0,Yes,No,No,Normal,Occasionally,Occasionally,Never,Agree,Disagree,Once,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree
2866,2,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Strongly agree,Neither agree nor disagree,Never,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree
2867,2,Male,0,Yes,Yes,No,Normal,Always,Always,Occasionally,Agree,Strongly disagree,Never,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly disagree
2868,20,Male,0,No,Yes,Yes,Underweight,Usually,Occasionally,Occasionally,Agree,Strongly disagree,Occasionally,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree
2869,5,Male,0,No,Yes,No,Overweight,Always,Usually,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2870,8,Male,0,Yes,No,No,Normal,Occasionally,Occasionally,Once,Agree,Disagree,Never,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2871,4,Female,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Agree,Agree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree
2872,5,Female,Siamese,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2873,5,Female,0,No,No,Yes,Normal,Occasionally,Once,Once,Strongly disagree,Agree,Once,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Agree
2874,16,Female,0,No,No,No,Normal,Usually,Usually,Occasionally,Disagree,Agree,Once,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Neither agree nor disagree
2875,4,Female,0,Yes,No,No,Normal,Always,Always,Always,Neither agree nor disagree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree
2876,7,Female,DMH,No,No,No,Normal,Usually,Always,Always,Strongly agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree
2877,2,Male,0,Yes,No,No,Normal,Usually,Usually,Usually,Agree,Agree,Never,Disagree,Disagree,Strongly agree,Agree,Agree,Agree
2878,3,Male,0,Yes,No,Yes,Normal,Usually,Usually,Always,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Disagree
2879,4,Male,Munchkin,No,No,No,Normal,Always,Always,Usually,Strongly agree,Neither agree nor disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2880,1,Male,British Shorthair Blue,No,No,No,Normal,Always,Usually,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2881,14,Female,0,Yes,Yes,No,Overweight,Occasionally,Once,Usually,Agree,Neither agree nor disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2882,5,Female,0,Yes,No,No,Normal,Always,Usually,Never,Neither agree nor disagree,Strongly disagree,Never,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
2883,2,Female,0,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree
2884,2,Male,0,Yes,No,No,Normal,Always,Always,Always,Neither agree nor disagree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Agree,Disagree
2885,14,Male,0,No,No,No,Normal,Always,Usually,Occasionally,Neither agree nor disagree,Strongly disagree,Never,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2886,7,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Strongly agree,Strongly disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
2887,13,Male,0,Yes,No,No,Overweight,Usually,Usually,Never,Agree,Disagree,Never,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree
2888,6,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Strongly agree,Disagree,Never,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree
2889,1,Female,0,No,No,No,Underweight,Always,Always,Usually,Strongly disagree,Agree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly disagree,Agree,Disagree
2890,8,Male,Siamees cross,Yes,No,No,Normal,Usually,Occasionally,Always,Strongly disagree,Neither agree nor disagree,Occasionally,Agree,Agree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree
2891,9,Male,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Disagree,Disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
2892,2,Female,Persian,No,No,No,Underweight,Always,Always,Always,Disagree,Strongly agree,Never,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2893,17,Female,0,Yes,No,No,Overweight,Never,Occasionally,Never,Disagree,Strongly agree,Never,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly disagree
2894,17,Female,0,Yes,Yes,No,Underweight,Usually,Occasionally,Occasionally,Strongly agree,Disagree,Never,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree
2895,2,Male,0,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2896,1,Male,0,Yes,No,No,Normal,Always,Usually,Always,Agree,Agree,Never,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
2897,2,Female,0,No,No,No,Normal,Always,Always,Occasionally,Agree,Agree,Never,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
2898,8,Female,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Occasionally,Agree,Agree,Never,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree
2899,8,Female,0,Yes,No,No,Normal,Usually,Occasionally,Always,0,0,Never,0,0,0,0,0,0
2900,9,Female,0,Yes,No,No,Normal,Always,Usually,Always,Agree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
2901,9,Female,0,Yes,No,No,Normal,Occasionally,Occasionally,Occasionally,Agree,Neither agree nor disagree,Never,Agree,Disagree,Agree,Agree,Strongly agree,Neither agree nor disagree
2902,13,Male,0,Yes,Yes,Yes,Normal,Usually,Usually,Never,Neither agree nor disagree,Strongly disagree,Never,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Strongly disagree
2903,6,Male,0,No,No,No,Normal,Always,Always,Usually,Agree,Agree,Never,Disagree,Agree,Agree,Agree,Agree,Disagree
2904,8,Male,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Strongly agree,Neither agree nor disagree,Never,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree
2905,1,Female,0,No,No,No,Normal,Always,Usually,Always,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2906,7,Female,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,Strongly agree,Strongly agree,Never,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2907,2,Female,0,Yes,No,Yes,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree
2908,12,Female,0,Yes,No,No,Normal,Occasionally,Occasionally,Occasionally,Disagree,Agree,Occasionally,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
2909,2,Male,0,Yes,No,No,Normal,Occasionally,Usually,Occasionally,Strongly agree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree
2910,12,Female,0,Yes,No,No,Normal,Occasionally,Once,Always,Neither agree nor disagree,Disagree,Once,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree
2911,7,Female,0,Yes,No,Yes,Normal,Usually,Occasionally,Occasionally,Disagree,Neither agree nor disagree,Occasionally,Strongly agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree
2912,16,Male,0,Yes,Yes,No,Underweight,Never,Occasionally,Usually,Neither agree nor disagree,Neither agree nor disagree,Never,Strongly disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree
2913,4,Male,0,Yes,Yes,Yes,Overweight,Always,Always,Always,Disagree,Agree,Never,Disagree,Disagree,Strongly agree,Agree,Agree,Agree
2914,11,Female,0,Yes,No,No,Normal,Usually,Occasionally,Usually,Strongly disagree,Disagree,Occasionally,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree
2915,13,Male,0,No,Yes,No,Normal,Occasionally,Usually,Occasionally,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Disagree
2916,6,Female,0,Yes,No,No,Normal,Occasionally,Occasionally,Never,Strongly agree,Agree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree
2917,9,Male,0,No,Yes,No,Normal,Occasionally,Usually,Occasionally,Agree,Disagree,Once,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree
2918,13,Male,0,Yes,No,No,Normal,Occasionally,Usually,Occasionally,Agree,Disagree,Once,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree
2919,2,Female,0,No,Yes,No,Normal,Usually,Usually,Occasionally,Agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
2920,17,Female,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Occasionally,Strongly disagree,Neither agree nor disagree,Never,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree
2921,15,Female,0,Yes,Yes,No,Normal,Usually,Usually,Always,Neither agree nor disagree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Agree,Agree,Disagree
2922,4,Male,0,Yes,Yes,No,Normal,Occasionally,Usually,Always,Strongly disagree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree
2923,6,Female,0,Yes,No,No,Overweight,Never,Occasionally,Usually,Neither agree nor disagree,Disagree,Never,Agree,Disagree,Strongly agree,Agree,Agree,Disagree
2924,9,Female,0,Yes,No,No,Normal,Always,Always,Always,Neither agree nor disagree,Agree,Never,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree
2925,2,Male,Ragdoll,No,No,Yes,Normal,Always,Usually,Usually,Strongly agree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Strongly agree,Agree,Disagree
2926,10,Male,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Usually,Disagree,Agree,Never,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
2927,10,Male,0,Yes,Yes,Yes,Normal,Occasionally,Occasionally,Usually,Agree,Agree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2928,10,Female,0,No,Yes,No,Overweight,Usually,Occasionally,Never,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree
2929,13,Female,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Disagree,Neither agree nor disagree,Never,Strongly disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree
2930,19,Female,Domestic semi long hair,No,Yes,No,Underweight,Occasionally,Once,Usually,Strongly agree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree
2931,2,Male,0,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree
2932,17,Female,0,Yes,No,No,Underweight,Occasionally,Occasionally,Usually,Neither agree nor disagree,Agree,Never,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree
2933,8,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Agree,Never,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree
