index,cat_age,cat_gender,breed,needs_outdoor,medical_conditions,behavioural_problems,cat_weight,likes_to_explore,playful,vocal,picked_up,timid,aggressive,adapts_quickly,prefers_alone,likes_stroke,tolerant_handled,friendly,fearful,adopter_gender,adopter_age,other_cats,outdoor_access,worries,easily_nervous,remains_calm,talkative,outgoing,reserved,new_ideas,values_artistic,active_imagination,rude,forgiving,considerate,thorough job,lazy,efficient,satisf_level
2649,9,2,0,1,1,1,4,3,3,4,2,2,1,2,2,5,2,5,2,2,2,0.0,1,4,2,3,4,4,4,3,4,2,2,4,4,4,2,4,0.9
2650,7,2,0,2,2,2,3,3,3,5,5,4,1,3,2,5,5,4,4,2,5,1.0,2,4,4,3,3,2,4,3,4,4,2,3,3,4,2,4,1.0
2651,7,1,0,2,1,1,3,5,3,5,3,3,1,2,3,4,3,3,3,2,4,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2652,3,1,Maine coon,1,1,1,3,5,5,5,4,1,1,5,1,5,5,5,3,2,3,1.0,1,4,4,4,1,2,4,4,3,5,4,2,5,2,1,4,1.0
2653,7,1,0,2,1,1,3,5,5,5,5,1,1,3,1,5,5,5,1,2,5,4.0,2,3,1,4,5,5,1,3,3,1,1,5,5,5,1,5,1.0
2654,3,2,Calico,2,1,1,2,4,4,5,5,2,1,4,2,5,5,5,1,1,1,2.0,2,5,5,2,2,1,5,4,2,5,4,2,2,5,3,5,1.0
2655,9,2,0,2,1,1,4,5,4,5,2,3,1,5,1,5,2,5,1,1,1,1.0,2,5,5,4,4,5,4,4,3,5,1,5,5,4,2,4,1.0
2656,2,1,Bengal cross,2,1,1,3,3,4,5,3,3,1,2,2,5,4,5,3,2,1,1.0,2,5,4,3,5,5,2,4,3,5,4,4,4,5,4,4,1.0
2657,14,1,0,2,1,1,3,4,3,3,4,2,1,3,2,5,5,4,2,2,3,2.0,2,4,4,4,3,3,3,3,3,4,2,4,4,4,3,4,0.95
2658,6,2,0,2,1,1,3,4,4,3,4,4,2,4,3,5,4,4,2,2,2,0.0,2,3,3,5,2,3,5,5,4,4,3,3,3,5,4,5,0.95
2659,5,2,0,1,2,1,3,5,5,5,2,2,1,4,3,4,3,4,3,2,3,0.0,1,5,5,5,4,3,3,1,1,5,3,5,5,5,5,5,1.0
2660,9,1,0,2,1,1,3,4,3,3,1,4,1,3,4,4,2,4,4,2,2,1.0,2,1,5,5,4,5,5,4,4,3,2,5,5,5,2,5,0.95
2661,15,2,0,1,1,1,2,4,4,3,3,3,1,3,2,5,3,5,3,2,3,0.0,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1.0
2662,7,2,0,2,1,1,2,4,3,3,4,4,1,4,4,4,3,4,4,2,2,0.0,2,4,4,3,5,5,2,5,5,5,2,4,3,4,4,3,1.0
2663,13,1,0,2,1,1,3,5,4,3,4,2,1,3,3,4,4,3,3,2,4,0.0,2,4,3,4,4,2,3,4,2,1,4,5,5,5,3,4,0.85
2664,9,2,0,1,2,1,3,3,4,4,4,4,1,5,2,4,3,5,3,2,1,1.0,1,4,3,4,4,5,4,3,5,2,1,5,5,5,2,4,1.0
2665,6,1,0,2,1,1,3,5,3,3,5,1,1,2,2,4,4,5,1,2,3,3.0,2,2,2,5,5,5,1,4,4,2,1,5,5,5,1,5,1.0
2666,4,1,0,1,1,1,3,4,4,3,5,3,1,5,3,5,5,5,1,2,1,0.0,1,5,4,4,5,4,1,4,4,5,4,5,5,4,4,4,1.0
2667,10,2,0,1,2,2,3,4,4,4,4,2,2,3,2,5,4,4,3,2,4,0.0,1,5,1,5,4,5,1,5,5,5,1,5,5,5,1,5,0.95
2668,2,1,0,2,1,1,3,4,5,5,4,5,1,2,3,5,4,4,3,2,4,0.0,2,5,3,2,5,3,4,2,5,4,1,5,5,3,3,4,0.95
2669,8,2,0,2,1,1,4,4,4,3,1,2,1,4,3,5,2,5,2,2,5,1.0,2,4,5,5,2,5,4,1,5,4,1,5,5,5,4,5,1.0
2670,11,1,0,2,2,2,3,3,1,5,5,1,1,3,1,5,5,5,1,2,5,2.0,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,0.95
2671,12,2,0,2,1,1,2,4,4,3,3,2,1,4,2,3,3,4,2,2,5,2.0,2,5,5,4,4,3,2,3,3,4,2,4,5,5,1,5,1.0
2672,6,1,0,2,2,1,4,3,5,5,4,3,1,2,1,5,5,4,2,2,5,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2673,15,2,0,2,1,1,3,5,1,5,4,1,5,4,1,4,4,4,1,2,5,0.0,2,4,1,5,4,5,1,5,5,5,3,5,5,4,1,5,0.65
2674,12,1,0,2,1,1,3,4,4,4,4,2,1,3,2,5,4,4,2,2,4,4.0,2,4,1,4,4,5,2,4,4,5,1,4,5,5,4,5,0.95
2675,11,1,persian,2,2,1,3,5,4,3,5,1,1,5,2,5,5,5,1,2,4,4.0,2,2,3,4,4,4,4,4,4,4,3,5,5,4,1,4,1.0
2676,3,2,0,2,1,1,3,5,4,5,3,4,3,4,3,4,3,4,2,2,4,0.0,2,4,0,0,4,0,4,5,0,5,0,4,0,5,0,0,1.0
2677,7,1,0,2,1,2,4,4,3,4,3,2,3,4,3,4,4,4,1,2,3,0.0,2,2,4,3,4,3,4,4,5,4,3,5,4,5,4,4,1.0
2678,12,1,0,2,2,1,4,4,4,3,3,2,1,3,2,3,4,3,2,2,5,0.0,2,3,3,3,2,3,2,3,5,4,2,4,5,4,3,5,0.85
2679,3,2,long haired (female) short haired (2 males),2,1,2,3,5,5,3,1,4,1,3,4,4,1,3,4,2,4,2.0,2,4,3,4,5,5,1,3,5,4,3,4,5,5,1,5,0.85
2680,18,1,0,2,1,2,2,5,5,5,5,1,1,5,1,5,5,5,1,2,6,0.0,2,3,4,5,4,4,4,5,5,5,1,5,5,5,2,5,1.0
2681,9,2,0,2,1,1,2,4,3,3,4,3,1,3,2,5,5,5,2,2,5,0.0,2,5,5,3,4,3,2,5,4,5,5,4,5,5,4,5,1.0
2682,1,1,0,2,1,1,3,5,5,3,3,1,1,3,4,2,2,4,2,1,3,0.0,2,3,0,0,3,0,3,3,0,3,0,3,0,3,0,0,0.9
2683,1,2,0,1,1,1,2,5,5,4,4,5,5,2,4,4,4,4,4,2,4,0.0,1,1,4,4,4,5,3,2,3,2,2,3,4,5,1,4,0.9
2684,5,2,0,2,1,1,3,4,3,3,3,4,1,4,3,4,3,4,1,2,5,0.0,2,4,3,4,2,3,4,4,3,4,1,4,5,5,2,4,1.0
2685,4,2,0,2,1,1,4,5,4,5,1,1,1,4,1,5,1,5,2,2,2,1.0,2,5,4,4,5,5,2,5,5,5,3,4,5,5,4,5,1.0
2686,12,2,tonkinese,2,1,1,3,3,3,3,5,2,1,3,1,5,5,5,1,2,4,4.0,2,3,4,2,1,1,5,2,3,1,4,3,4,3,3,2,1.0
2687,14,2,Persian ,2,2,2,3,4,3,3,4,4,1,4,2,4,4,5,2,2,2,4.0,2,4,3,4,5,4,2,4,5,4,2,5,5,4,3,4,1.0
2688,8,2,0,2,1,2,2,3,3,1,3,5,3,2,3,3,3,3,4,1,4,2.0,2,3,4,3,3,2,5,3,4,4,3,4,4,4,4,3,0.8
2689,4,1,0,2,1,1,3,5,4,4,5,1,1,5,2,4,5,5,1,2,3,0.0,2,4,4,2,2,1,4,2,3,3,3,4,3,4,3,4,1.0
2690,1,1,0,1,1,1,3,3,4,1,5,2,1,4,1,5,5,5,1,1,3,6.0,1,4,4,4,5,3,3,5,5,4,2,4,5,5,2,5,1.0
2691,2,2,Devon rex ,1,1,1,3,5,5,4,4,2,1,4,1,5,4,4,2,2,2,1.0,1,5,2,4,3,3,4,4,3,4,4,1,3,5,1,5,1.0
2692,10,1,0,1,1,1,3,5,3,4,5,4,1,5,2,4,4,4,3,2,2,2.0,1,4,4,4,3,3,4,4,4,4,3,2,4,4,1,5,1.0
2693,15,1,0,2,1,1,4,4,3,1,5,4,1,3,2,5,5,5,2,2,3,1.0,2,1,4,4,1,3,4,1,2,4,5,4,2,4,3,4,1.0
2694,4,1,Bengal x DSH,1,2,1,4,4,5,5,5,4,1,4,1,5,5,5,2,2,2,1.0,1,2,4,5,4,2,5,5,4,4,4,2,2,5,1,5,1.0
2695,8,2,Tabby,2,1,2,3,5,3,4,4,4,3,1,3,4,3,3,4,2,3,0.0,2,2,2,2,4,4,4,4,5,4,4,4,4,5,1,5,0.8
2696,1,2,0,2,1,1,3,3,5,3,5,3,1,3,2,5,5,5,2,2,3,3.0,2,5,3,3,5,5,3,3,3,3,1,3,5,5,1,5,1.0
2697,3,2,0,2,1,1,3,5,4,5,5,2,1,4,1,5,5,5,2,2,4,0.0,2,4,1,5,5,4,1,5,5,5,1,5,5,5,1,5,1.0
2698,9,1,0,2,1,1,3,4,4,4,5,5,1,5,2,5,5,5,3,2,3,0.0,2,3,4,4,4,4,4,3,4,4,2,4,4,4,2,4,1.0
2699,9,1,0,2,1,1,3,5,4,5,5,3,1,2,2,5,5,4,3,2,4,0.0,2,4,3,3,4,4,2,4,5,4,1,3,5,3,4,4,1.0
2700,2,2,0,2,1,1,3,5,4,5,5,2,1,5,1,5,4,5,1,2,2,0.0,2,4,5,2,2,3,5,3,4,5,3,3,3,4,4,3,1.0
2701,1,1,0,2,1,1,3,4,5,3,1,5,1,4,2,4,4,5,3,2,2,3.0,2,5,4,5,5,5,4,3,2,5,1,5,4,4,4,4,1.0
2702,5,1,0,2,1,1,4,5,5,5,4,2,1,4,2,5,4,4,4,2,2,1.0,2,5,5,2,5,4,4,4,4,5,4,5,5,5,3,5,1.0
2703,5,2,0,1,1,1,3,2,3,5,4,4,1,3,4,5,5,5,1,1,2,1.0,1,5,4,4,4,4,4,4,4,4,4,4,3,5,4,5,1.0
2704,6,2,Sphynx,1,2,1,2,5,5,5,5,2,1,3,1,5,5,5,1,2,3,14.0,1,5,5,3,5,1,5,3,5,5,1,4,3,3,5,3,1.0
2705,8,2,0,2,2,1,4,4,4,3,4,4,1,2,1,4,4,4,2,2,3,1.0,2,3,3,4,4,4,3,4,3,3,1,3,4,5,2,5,1.0
2706,5,2,0,1,1,1,3,3,3,5,1,3,1,1,2,5,2,4,4,2,2,1.0,1,5,2,2,4,1,4,4,5,5,1,2,4,5,5,2,1.0
2707,4,2,0,2,1,1,3,5,4,5,5,1,1,3,1,5,5,5,2,2,2,1.0,2,3,1,4,5,5,1,5,5,5,1,4,5,5,2,5,1.0
2708,2,1,0,1,1,1,3,5,4,3,3,4,1,4,2,4,4,5,1,2,3,0.0,1,3,3,4,5,4,2,4,4,4,4,4,4,4,2,4,0.85
2709,10,2,Maine Coon,2,1,1,3,4,5,3,5,5,1,2,1,5,3,4,2,2,3,0.0,2,4,3,4,5,5,3,5,5,5,1,5,5,5,1,5,1.0
2710,15,2,0,1,1,1,3,4,4,3,5,1,1,4,1,5,5,5,1,2,2,2.0,1,5,5,2,3,2,4,4,4,5,1,4,5,4,4,4,1.0
2711,4,1,0,2,1,2,3,3,3,3,1,4,1,2,3,4,2,3,5,2,4,1.0,2,2,3,4,4,4,3,4,4,4,4,4,4,3,4,4,0.9
2712,3,1,0,1,1,1,3,4,5,1,4,3,1,3,2,4,4,5,1,2,3,1.0,1,4,3,3,4,3,4,5,4,5,3,4,5,5,1,5,0.95
2713,5,2,0,2,1,1,3,5,5,5,4,1,1,5,3,5,5,5,1,2,2,0.0,2,5,5,4,5,4,2,3,4,4,2,4,5,5,2,5,0.9
2714,10,1,0,2,1,1,4,3,3,4,2,4,1,2,3,5,2,5,4,2,2,1.0,2,4,4,2,4,5,2,4,5,5,1,2,4,5,4,4,1.0
2715,10,2,0,2,1,1,3,3,3,4,2,4,1,2,2,5,2,4,3,2,4,0.0,2,5,0,0,5,0,1,3,0,3,0,4,0,5,0,0,0.9
2716,4,1,0,2,1,1,3,5,5,5,5,2,1,3,1,5,5,5,1,2,5,1.0,2,2,1,4,5,4,2,4,5,5,1,2,4,4,2,4,1.0
2717,8,1,0,2,1,1,3,4,5,3,4,1,1,5,2,5,4,5,1,2,3,0.0,2,4,4,2,5,5,2,4,5,5,3,5,5,4,1,4,1.0
2718,8,1,0,2,1,1,4,3,4,3,4,4,1,2,2,5,5,4,4,2,1,1.0,2,3,2,4,4,4,4,4,4,4,1,4,4,5,1,4,1.0
2719,6,1,0,2,1,1,3,3,3,1,1,3,3,3,5,2,1,3,3,2,3,1.0,2,2,4,5,3,3,4,3,4,4,4,3,2,2,4,4,0.8
2720,9,1,0,2,2,1,4,4,4,5,3,4,3,2,3,5,3,4,4,2,2,0.0,2,4,4,3,4,4,4,3,5,4,3,5,4,5,2,5,0.7
2721,6,2,0,2,1,1,3,5,4,4,4,2,1,4,2,5,4,4,2,2,3,0.0,2,4,4,4,5,5,4,4,4,4,1,4,5,5,1,5,1.0
2722,2,2,0,1,1,1,3,4,3,3,2,3,2,3,4,2,1,2,3,2,3,0.0,1,3,3,5,5,4,3,4,5,4,1,4,5,5,1,5,0.35
2723,6,1,0,2,1,2,3,5,4,5,4,1,1,5,1,5,5,5,1,2,2,1.0,2,4,4,4,2,2,4,4,5,5,4,5,4,5,1,5,0.9
2724,7,1,Oriental,2,1,2,3,4,4,4,5,1,1,3,1,5,5,5,1,2,5,4.0,2,5,4,3,4,2,4,3,4,5,3,2,5,3,1,4,1.0
2725,10,2,0,2,1,1,3,3,1,3,2,2,1,2,4,4,2,2,2,2,3,0.0,2,3,4,3,4,3,4,4,4,3,2,4,4,4,2,4,0.85
2726,7,2,0,2,1,1,3,4,5,5,4,4,1,4,2,5,4,5,4,2,5,0.0,2,5,5,4,4,1,5,2,5,5,1,4,5,5,1,5,1.0
2727,4,1,Bengal,2,2,1,3,5,5,5,4,1,1,4,1,5,5,5,2,2,1,0.0,2,5,5,2,4,2,5,4,5,4,2,5,5,5,2,4,1.0
2728,2,1,0,2,2,2,3,4,4,3,1,4,1,2,3,4,1,3,4,2,4,1.0,2,5,4,4,4,3,1,4,5,4,4,5,4,4,2,2,1.0
2729,9,1,0,1,1,1,3,5,4,1,2,1,1,3,2,4,4,5,1,2,3,0.0,1,1,1,5,5,3,1,5,5,5,3,5,4,5,4,4,1.0
2730,18,2,0,2,2,1,2,4,2,3,2,2,1,1,2,4,3,4,2,2,2,0.0,2,5,3,4,2,3,4,4,2,3,2,4,5,5,4,4,0.85
2731,8,1,0,2,1,1,3,4,3,5,4,3,3,2,3,4,3,4,2,2,3,1.0,2,5,4,2,4,1,4,4,5,5,4,2,2,3,4,4,1.0
2732,16,2,0,2,1,1,3,4,4,4,2,3,1,2,3,4,2,3,2,2,3,0.0,2,4,3,3,3,3,4,4,4,2,1,4,4,2,3,4,0.75
2733,12,1,Balinese,2,1,1,3,4,4,3,3,3,1,2,1,4,4,5,4,2,3,3.0,2,2,3,4,5,1,2,5,3,4,4,4,2,3,4,3,1.0
2734,1,2,0,2,1,1,3,5,5,5,4,3,1,3,1,5,4,4,3,2,3,1.0,2,3,2,2,4,4,4,4,4,4,4,4,3,4,2,4,1.0
2735,12,1,0,2,2,2,3,4,3,5,1,1,1,3,2,4,3,5,1,2,6,0.0,2,3,3,5,5,5,1,5,5,5,1,4,5,5,5,5,1.0
2736,15,1,0,2,1,2,3,3,4,3,4,2,1,3,3,4,4,4,2,2,6,4.0,2,4,2,4,3,4,3,5,5,5,4,4,3,5,2,4,0.9
2737,12,2,0,2,2,1,3,3,3,4,4,2,1,4,1,5,5,5,2,2,2,0.0,2,5,5,4,4,1,5,4,5,5,3,2,2,5,1,5,1.0
2738,4,1,0,2,2,2,3,5,4,5,1,3,1,2,2,4,4,4,4,2,2,1.0,2,4,4,4,2,4,4,4,5,4,3,4,5,5,4,2,0.85
2739,15,2,0,2,2,2,3,5,4,5,2,2,1,4,4,3,2,4,2,2,3,0.0,2,4,2,4,5,4,4,4,4,5,4,2,4,5,4,4,1.0
2740,5,1,0,2,1,1,3,4,4,4,1,1,1,4,1,5,4,5,2,1,3,1.0,2,4,4,4,5,4,3,4,4,4,2,5,4,4,2,4,1.0
2741,10,1,0,2,2,2,4,4,3,1,3,1,2,2,3,3,2,3,3,2,2,1.0,2,4,5,3,2,1,4,2,4,3,3,3,5,3,4,4,0.7
2742,16,2,0,2,1,1,4,3,3,3,4,4,1,3,2,5,4,5,1,1,3,0.0,2,3,3,3,2,2,5,3,4,4,3,3,3,5,4,4,1.0
2743,18,1,0,1,1,1,3,3,2,1,3,4,1,2,2,5,3,5,4,2,3,1.0,1,2,2,5,2,3,5,3,4,3,4,2,2,5,4,5,1.0
2745,11,2,0,1,2,2,4,1,3,2,1,5,1,4,1,5,4,5,5,2,1,0.0,1,5,5,1,5,4,1,2,4,5,4,1,4,5,1,5,0.9
2746,4,2,0,1,1,1,3,3,3,1,1,5,1,3,3,3,1,3,4,1,4,1.0,1,4,2,4,5,5,2,3,3,3,1,4,4,5,2,4,0.9
2747,1,1,0,1,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1,2,4,1.0,1,4,4,5,3,4,3,5,5,5,1,4,3,5,1,5,1.0
2748,8,2,0,2,1,1,3,5,4,5,4,2,1,5,1,5,4,5,2,2,2,0.0,2,1,3,4,5,4,3,4,5,5,2,5,5,5,2,4,1.0
2749,2,2,0,2,1,1,3,4,5,3,4,4,2,3,1,5,5,4,2,2,3,1.0,2,5,2,2,3,2,3,3,3,3,4,2,2,5,3,5,0.9
2750,3,1,0,2,1,1,4,5,3,3,3,2,1,4,2,5,4,5,2,2,2,1.0,2,5,4,3,5,5,2,3,4,3,2,4,5,4,4,4,0.8
2751,1,2,0,1,1,1,3,5,5,5,5,1,1,4,1,5,5,5,1,1,2,2.0,1,4,4,5,4,1,3,4,3,5,4,1,3,5,4,5,1.0
2752,19,1,0,1,2,2,2,3,5,5,5,4,1,4,1,5,5,5,4,2,3,0.0,1,3,4,3,4,4,3,5,5,5,2,4,4,4,4,4,1.0
2753,13,2,0,2,1,1,3,2,4,4,1,4,1,1,1,5,1,4,5,2,4,0.0,2,4,1,5,3,4,3,3,5,4,1,5,5,5,1,5,1.0
2754,16,2,0,2,1,1,3,5,3,4,5,1,1,4,1,5,4,4,1,2,3,2.0,2,4,1,4,3,2,2,3,5,2,2,4,4,5,1,5,1.0
2755,7,2,0,2,2,2,4,3,1,1,1,5,1,2,2,4,4,4,5,2,5,0.0,2,4,5,4,4,2,4,3,5,5,1,5,5,4,5,2,0.95
2756,9,1,0,2,1,1,3,4,3,5,3,2,1,3,2,4,3,4,1,2,3,0.0,2,4,3,4,5,4,1,4,4,4,1,4,4,4,1,4,1.0
2757,2,1,0,2,1,1,4,5,4,3,5,2,1,4,2,5,4,4,2,2,4,1.0,2,5,4,3,2,4,2,4,5,5,4,4,5,5,2,4,0.9
2758,1,2,0,2,1,1,3,4,4,3,4,4,3,2,3,3,2,4,2,2,2,0.0,2,2,2,5,2,4,2,5,2,4,5,4,2,5,3,4,0.85
2759,2,2,Siamese,1,1,1,3,4,5,5,4,2,1,4,1,4,4,5,2,2,5,3.0,1,3,2,4,1,1,5,2,4,4,2,4,4,2,4,3,0.95
2760,2,2,Siamese,1,1,1,3,4,5,5,4,2,1,4,2,4,4,4,2,2,5,3.0,1,3,3,4,1,1,5,1,4,4,5,4,4,3,3,3,0.95
2761,1,2,0,2,2,1,3,4,4,5,4,3,1,3,2,5,4,5,3,2,2,1.0,2,4,4,3,5,3,3,3,3,3,4,2,4,4,3,4,1.0
2762,19,2,Persian,2,2,2,2,4,3,5,5,1,1,5,2,5,5,5,1,2,3,0.0,2,4,3,4,4,4,3,5,4,4,3,5,4,5,2,5,0.95
2763,13,1,0,2,2,2,3,2,3,1,2,5,3,1,4,4,2,4,4,2,2,1.0,2,4,3,4,5,4,4,4,4,4,1,5,4,5,2,4,0.8
2764,19,1,0,2,2,2,3,4,4,4,4,4,1,2,2,4,4,5,4,2,4,0.0,2,4,5,4,5,4,5,5,5,5,4,3,4,5,4,4,1.0
2765,6,2,Maine coon,2,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1,2,3,4.0,2,1,3,5,4,4,1,5,3,5,2,5,5,5,1,4,1.0
2766,12,2,0,2,1,1,3,4,4,4,3,4,1,3,1,5,5,4,3,2,2,1.0,2,4,4,3,3,2,4,3,3,4,1,4,4,4,2,4,1.0
2767,5,2,0,2,2,1,4,4,3,4,5,4,1,4,2,5,5,4,4,2,3,1.0,2,2,2,2,5,4,1,4,5,5,4,4,4,2,4,2,1.0
2768,4,2,Poss British shorthair or blue x ,1,1,1,3,5,5,5,5,2,1,5,2,5,5,5,1,2,2,0.0,1,3,2,5,4,3,4,3,3,4,1,4,5,5,4,4,1.0
2769,6,2,0,1,1,1,3,4,4,3,2,2,3,4,2,4,3,4,2,2,3,2.0,1,5,4,5,4,3,4,4,5,5,3,4,4,4,4,4,1.0
2770,2,1,0,2,1,1,3,5,5,3,5,3,1,4,1,5,5,5,1,2,2,2.0,2,2,4,5,3,3,4,3,2,3,4,4,5,5,3,5,1.0
2771,4,2,0,2,1,1,3,5,4,3,5,4,1,5,2,5,5,5,1,2,2,0.0,2,5,5,3,4,4,4,4,4,5,4,4,2,5,1,5,1.0
2772,12,1,0,2,2,1,3,3,3,5,4,3,1,5,2,4,5,5,3,1,2,0.0,2,5,5,3,1,2,4,5,2,5,2,5,5,5,4,5,1.0
2773,8,2,0,2,1,2,3,1,3,4,3,4,3,2,4,2,2,2,4,2,4,4.0,2,4,3,4,5,4,4,4,3,4,4,3,4,4,4,4,0.95
2774,2,1,0,1,1,1,3,5,5,5,4,1,1,4,1,5,4,5,2,2,1,1.0,1,5,5,3,3,4,4,3,2,4,2,3,5,5,3,5,0.95
2775,3,1,0,2,2,1,3,4,5,3,5,4,1,5,1,5,5,5,1,2,1,2.0,2,4,2,5,4,5,3,3,4,3,1,4,4,2,2,4,1.0
2776,5,2,0,2,2,1,3,5,5,4,4,3,1,4,2,5,5,5,1,2,2,0.0,2,5,4,4,3,2,5,4,4,4,1,2,3,5,2,4,1.0
2777,13,1,0,2,2,2,3,4,3,4,2,1,3,4,1,4,3,4,2,2,2,0.0,2,5,2,5,5,5,1,5,5,5,1,4,5,2,1,5,0.95
2778,9,1,0,2,1,1,3,5,3,3,5,2,1,3,2,5,4,5,1,2,4,0.0,2,2,2,3,4,3,4,3,4,4,4,3,4,4,2,4,1.0
2779,13,1,0,2,1,1,3,4,3,1,1,4,1,3,3,5,3,4,3,2,4,1.0,2,2,2,4,4,4,2,3,4,3,1,4,4,5,3,4,1.0
2780,6,1,Norwegian Forest Cat,2,1,1,3,5,4,3,5,1,1,4,1,5,5,5,1,2,4,9.0,2,2,2,5,4,4,1,5,3,5,3,4,5,5,2,5,1.0
2781,4,1,russian blue,2,2,1,3,5,5,5,4,1,1,2,1,5,5,5,1,2,3,2.0,2,1,1,5,5,5,2,5,5,5,3,4,4,5,1,5,1.0
2782,8,2,cornish rex,1,1,1,3,5,5,5,5,1,1,4,1,5,5,5,1,2,5,4.0,1,3,2,5,5,4,2,5,5,5,4,2,3,5,3,4,1.0
2783,6,2,0,2,1,1,3,5,5,5,5,5,1,2,1,5,5,5,1,2,4,0.0,2,4,3,4,3,2,4,4,4,4,3,2,4,4,4,4,1.0
2784,8,1,0,2,1,1,3,4,3,3,1,4,3,3,3,4,3,3,2,2,4,0.0,2,5,5,2,5,4,4,3,5,4,3,3,4,5,2,3,0.9
2785,2,1,Ragdoll,1,2,1,3,4,5,3,4,3,1,3,1,5,5,5,3,2,3,7.0,1,3,3,3,5,2,2,3,5,3,2,4,5,4,2,4,1.0
2786,3,1,0,1,1,1,4,4,5,4,5,2,1,4,1,5,4,5,3,2,2,0.0,1,5,5,1,4,3,4,2,2,2,3,1,5,4,2,5,1.0
2787,8,2,0,2,1,1,3,4,3,5,4,4,1,4,2,5,4,4,2,2,4,0.0,2,3,4,3,3,2,4,3,3,4,1,4,4,4,4,4,1.0
2788,7,1,0,1,2,1,4,3,3,4,2,2,1,4,2,4,5,3,1,1,2,0.0,1,5,4,5,1,3,5,2,2,5,2,5,5,5,4,4,0.5
2789,2,2,0,2,1,1,3,5,4,4,3,3,1,4,2,5,3,5,2,2,5,0.0,2,4,3,4,4,3,3,4,5,4,2,5,5,5,3,4,0.95
2790,16,2,0,2,2,1,4,4,4,3,4,2,1,4,2,5,4,4,2,2,6,1.0,2,1,1,5,5,5,2,4,1,4,1,5,5,5,4,4,0.95
2791,12,1,0,2,1,1,3,4,3,4,3,2,1,3,2,4,4,4,2,1,1,0.0,2,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,0.75
2792,7,2,0,2,2,1,4,4,3,5,5,3,1,2,2,5,5,5,3,2,4,0.0,2,4,1,5,5,5,4,5,2,4,4,5,5,5,1,5,1.0
2793,2,1,0,2,1,1,3,5,4,3,5,3,1,5,1,5,5,5,1,2,3,1.0,2,4,5,4,4,4,4,4,5,4,1,5,5,4,4,4,1.0
2794,2,2,Persian Bermese,2,1,1,3,4,5,4,5,3,1,5,2,5,3,5,2,2,2,0.0,2,2,2,5,4,4,4,5,5,5,1,1,5,5,3,5,1.0
2795,18,2,0,2,1,1,3,1,2,3,4,4,1,2,4,4,3,5,3,2,3,0.0,2,4,4,4,3,2,3,4,3,3,4,4,4,2,4,2,0.9
2796,3,1,0,2,1,1,3,5,3,3,3,2,1,3,3,3,4,4,1,2,3,0.0,2,5,2,3,3,2,2,2,3,3,1,4,5,4,3,5,0.85
2797,5,1,0,2,1,1,4,4,4,3,2,3,3,3,3,4,3,4,3,2,3,0.0,2,4,3,4,3,3,3,3,3,3,3,5,5,5,1,5,0.9
2798,8,1,0,2,1,2,3,4,4,4,4,2,2,4,3,5,4,5,3,2,4,0.0,2,5,5,3,4,3,2,3,5,5,4,5,5,4,3,4,1.0
2799,1,1,0,1,1,1,3,3,4,3,4,4,3,4,3,4,4,4,2,2,3,1.0,1,3,3,4,3,3,3,3,3,3,2,3,4,4,3,4,0.8
2800,7,1,0,2,1,1,4,5,4,5,5,1,1,5,2,5,5,5,1,2,2,1.0,2,4,4,4,2,1,5,3,4,4,2,5,5,5,4,4,1.0
2801,5,2,0,2,1,1,3,4,4,5,4,2,1,3,3,5,3,4,2,2,2,3.0,2,4,2,4,4,3,2,4,3,2,3,3,3,4,2,4,0.9
2802,2,2,0,1,1,1,3,5,5,4,4,2,1,5,1,5,5,5,2,2,2,0.0,1,5,5,2,2,3,4,3,5,4,1,2,4,5,2,4,1.0
2803,3,2,0,2,1,1,3,5,4,4,2,5,1,2,3,5,2,4,5,1,4,0.0,2,5,5,4,5,4,4,5,5,5,1,5,5,4,1,4,0.9
2804,13,2,0,2,1,1,4,4,3,1,2,4,1,5,5,5,4,4,2,2,5,0.0,2,3,2,5,4,4,4,4,5,5,1,4,4,5,1,5,0.9
2805,2,2,0,2,1,1,3,5,4,5,5,4,1,4,1,4,4,5,2,2,4,1.0,2,4,4,2,4,3,2,5,5,3,2,4,4,5,2,4,1.0
2807,12,1,0,2,1,1,4,1,3,4,2,5,1,2,5,3,2,2,4,2,1,0.0,2,4,2,4,4,4,3,3,5,4,1,5,5,4,4,5,0.8
2808,9,1,0,2,1,2,3,3,3,4,4,3,1,2,2,5,3,5,1,2,3,5.0,2,5,5,4,4,3,4,3,5,3,3,3,4,4,4,4,1.0
2809,5,2,0,2,1,1,3,2,3,2,1,4,2,2,4,5,2,3,3,2,2,0.0,2,5,5,4,2,2,4,4,5,5,1,4,4,4,4,3,1.0
2810,6,1,0,2,1,1,3,5,5,5,4,2,1,4,2,5,5,4,3,2,4,0.0,2,5,1,5,5,4,4,5,5,5,2,4,4,5,1,5,1.0
